rank	gene_id	symbol	mean_tpm	var_log2tpm
2587	ENSG00000205765	RIMOC1	1.717	0.5448
2588	ENSG00000171475	WIPF2	20.818	0.5448
2589	ENSG00000188343	CIBAR1	7.373	0.5447
2590	ENSG00000237452	MEIOSIN	1.141	0.5445
2591	ENSG00000003756	RBM5	147.232	0.5444
2592	ENSG00000274290	H2BC6	1.019	0.5444
2593	ENSG00000243789	JMJD7	13.445	0.5444
2594	ENSG00000273559	CWC25	77.331	0.5441
2595	ENSG00000120820	GLT8D2	2.195	0.5439
2596	ENSG00000107798	LIPA	1.884	0.5439
2597	ENSG00000071127	WDR1	136.992	0.5438
2598	ENSG00000151689	INPP1	9.378	0.5437
2599	ENSG00000137693	YAP1	4.357	0.5432
2600	ENSG00000161277	THAP8	6.38	0.5432
2601	ENSG00000073417	PDE8A	4.858	0.5432
2602	ENSG00000184445	KNTC1	2.861	0.5428
2603	ENSG00000178860	MSC	2.219	0.5427
2604	ENSG00000168556	ING2	22.633	0.5426
2605	ENSG00000187650	VMAC	2.673	0.5425
2606	ENSG00000278053	DDX52	20.056	0.5424
2607	ENSG00000258388	PPT2-EGFL8	2.293	0.5424
2608	ENSG00000135473	PAN2	9.97	0.5424
2609	ENSG00000163602	RYBP	4.846	0.5423
2610	ENSG00000100372	SLC25A17	10.508	0.5423
2611	ENSG00000157353	FCSK	5.096	0.542
2612	ENSG00000177721	ANXA2R	3.924	0.5414
2613	ENSG00000171792	RHNO1	19.406	0.5413
2614	ENSG00000161940	BCL6B	6.742	0.5413
2615	ENSG00000123106	CCDC91	103.897	0.5412
2616	ENSG00000171169	NAIF1	13.158	0.5412
2617	ENSG00000112031	MTRF1L	11.595	0.5409
2618	ENSG00000178295	GEN1	1.802	0.5407
2619	ENSG00000126243	LRFN3	4.98	0.5406
2620	ENSG00000181585	TMIE	2.228	0.5403
2621	ENSG00000076108	BAZ2A	135.227	0.5401
2622	ENSG00000148516	ZEB1	23.226	0.5401
2623	ENSG00000204314	PRRT1	16.71	0.5398
2624	ENSG00000100241	SBF1	199.265	0.5398
2625	ENSG00000115041	KCNIP3	2.259	0.5398
2626	ENSG00000165929	TC2N	1.065	0.5398
2627	ENSG00000042088	TDP1	15.38	0.5395
2628	ENSG00000168078	PBK	6.861	0.5394
2629	ENSG00000285816	ENSG00000285816	2.334	0.5393
2630	ENSG00000163754	GYG1	6.729	0.5393
2631	ENSG00000198825	INPP5F	5.023	0.5392
2632	ENSG00000142794	NBPF3	12.785	0.5392
2633	ENSG00000197885	NKIRAS1	3.788	0.5391
2634	ENSG00000138002	IFT172	20.214	0.5386
2635	ENSG00000124762	CDKN1A	7.111	0.5383
2636	ENSG00000244115	DNAJC25-GNG10	1.016	0.5383
2637	ENSG00000196812	ZSCAN16	7.085	0.538
2638	ENSG00000177917	ARL6IP6	12.635	0.5376
2639	ENSG00000110429	FBXO3	3.964	0.5376
2640	ENSG00000163947	ARHGEF3	3.653	0.5375
2641	ENSG00000088387	DOCK9	2.849	0.5375
2642	ENSG00000072210	ALDH3A2	30.944	0.5373
2643	ENSG00000185869	ZNF829	1.887	0.5371
2644	ENSG00000188573	FBLL1	1.717	0.537
2645	ENSG00000134899	ERCC5	14.556	0.537
2646	ENSG00000156171	DRAM2	3.07	0.537
2647	ENSG00000168993	CPLX1	17.051	0.5367
2648	ENSG00000152240	HAUS1	24.891	0.5366
2649	ENSG00000196975	ANXA4	7.56	0.5366
2650	ENSG00000105429	MEGF8	20.813	0.5365
2651	ENSG00000157985	AGAP1	11.858	0.5364
2652	ENSG00000198331	HYLS1	1.105	0.5362
2653	ENSG00000011295	TTC19	17.452	0.5353
2654	ENSG00000100219	XBP1	167.684	0.535
2655	ENSG00000149922	TBX6	1.89	0.5349
2656	ENSG00000151967	SCHIP1	7.095	0.5349
2657	ENSG00000108352	RAPGEFL1	5.783	0.5348
2658	ENSG00000188234	AGAP4	5.158	0.5343
2659	ENSG00000131015	ULBP2	3.333	0.5342
2660	ENSG00000184203	PPP1R2	12.551	0.5339
2661	ENSG00000273045	C2orf15	2.147	0.5339
2662	ENSG00000136379	ABHD17C	4.876	0.5338
2663	ENSG00000180998	GPR137C	1.113	0.5338
2664	ENSG00000146833	TRIM4	13.295	0.5337
2665	ENSG00000133835	HSD17B4	234.059	0.5337
2666	ENSG00000158286	RNF207	11.049	0.5336
2667	ENSG00000168491	CCDC110	1.094	0.5335
2668	ENSG00000179152	TCAIM	8.908	0.5333
2669	ENSG00000159792	PSKH1	22.408	0.5331
2670	ENSG00000196081	ZNF724	2.775	0.533
2671	ENSG00000150401	DCUN1D2	3.849	0.5328
2672	ENSG00000175054	ATR	1.801	0.5328
2673	ENSG00000144048	DUSP11	11.193	0.5327
2674	ENSG00000022567	SLC45A4	2.937	0.5326
2675	ENSG00000012211	PRICKLE3	16.527	0.5325
2676	ENSG00000170631	ZNF16	4.276	0.5323
2677	ENSG00000140199	SLC12A6	5.445	0.5323
2678	ENSG00000175224	ATG13	67.879	0.5322
2679	ENSG00000005302	MSL3	24.384	0.5319
2680	ENSG00000137185	ZSCAN9	5.84	0.5318
2681	ENSG00000168566	SNRNP48	11.093	0.5317
2682	ENSG00000143353	LYPLAL1	7.976	0.5316
2683	ENSG00000007372	PAX6	34.151	0.5315
2684	ENSG00000121578	B4GALT4	17.491	0.5314
2685	ENSG00000086848	ALG9	4.915	0.5313
2686	ENSG00000118946	PCDH17	2.578	0.5311
2687	ENSG00000124216	SNAI1	2.225	0.5311
2688	ENSG00000196268	ZNF493	1.196	0.5311
2689	ENSG00000143171	RXRG	2.943	0.531
2690	ENSG00000100033	PRODH	1.063	0.531
2691	ENSG00000183889	NPIPA6	61.061	0.5309
2692	ENSG00000146243	IRAK1BP1	2.921	0.5308
2693	ENSG00000170312	CDK1	144.425	0.5306
2694	ENSG00000101680	LAMA1	2.503	0.5305
2695	ENSG00000153531	ADPRHL1	3.65	0.5305
2696	ENSG00000189067	LITAF	7.353	0.5303
2697	ENSG00000129625	REEP5	28.077	0.5302
2698	ENSG00000103260	METRN	56.16	0.53
2699	ENSG00000083097	DOP1A	3.301	0.5298
2700	ENSG00000118804	STBD1	3.468	0.5297
2701	ENSG00000107890	ANKRD26	18.872	0.5297
2702	ENSG00000109458	GAB1	1.602	0.5297
2703	ENSG00000129518	EAPP	25.687	0.5296
2704	ENSG00000054654	SYNE2	16.056	0.5295
2705	ENSG00000198435	NRARP	36.996	0.5294
2706	ENSG00000113649	TCERG1	78.248	0.5294
2707	ENSG00000138448	ITGAV	1.582	0.5293
2708	ENSG00000198964	SGMS1	3.829	0.5293
2709	ENSG00000122707	RECK	3.12	0.5291
2710	ENSG00000123219	CENPK	11.798	0.5291
2711	ENSG00000065923	SLC9A7	8.862	0.5291
2712	ENSG00000167695	TLCD3A	11.307	0.5289
2713	ENSG00000185532	PRKG1	2.76	0.5288
2714	ENSG00000107036	RIC1	3.492	0.5288
2715	ENSG00000142632	ARHGEF19	1.918	0.5288
2716	ENSG00000182870	GALNT9	1.636	0.5285
2717	ENSG00000101417	PXMP4	3.98	0.5285
2718	ENSG00000106665	CLIP2	5.548	0.5284
2719	ENSG00000159459	UBR1	1.623	0.5283
2720	ENSG00000167807	ENSG00000167807	2.821	0.5282
2721	ENSG00000176105	YES1	6.331	0.5281
2722	ENSG00000177058	SLC38A9	2.757	0.528
2723	ENSG00000196792	STRN3	9.322	0.528
2724	ENSG00000116353	MECR	60.068	0.5279
2725	ENSG00000017260	ATP2C1	5.975	0.5279
2726	ENSG00000127870	RNF6	6.129	0.5276
2727	ENSG00000211455	STK38L	15.21	0.5272
2728	ENSG00000151247	EIF4E	10.448	0.5269
2729	ENSG00000180353	HCLS1	1.072	0.5263
2730	ENSG00000173875	ZNF791	8.375	0.5259
2731	ENSG00000113595	TRIM23	1.487	0.5258
2732	ENSG00000138459	SLC35A5	1.395	0.5258
2733	ENSG00000073605	GSDMB	1.136	0.5255
2734	ENSG00000125898	FAM110A	4.877	0.5255
2735	ENSG00000156735	BAG4	11.077	0.5253
2736	ENSG00000149212	SESN3	1.584	0.5251
2737	ENSG00000204852	TCTN1	16.531	0.5245
2738	ENSG00000069974	RAB27A	3.682	0.5244
2739	ENSG00000184517	ZFP1	5.84	0.5242
2740	ENSG00000134533	RERG	1.472	0.5241
2741	ENSG00000177614	PGBD5	6.134	0.5241
2742	ENSG00000184451	CCR10	1.0	0.524
2743	ENSG00000147475	ERLIN2	20.252	0.524
2744	ENSG00000121621	KIF18A	1.416	0.5229
2745	ENSG00000138346	DNA2	1.737	0.5227
2746	ENSG00000178053	MLF1	7.018	0.5227
2747	ENSG00000166250	CLMP	1.811	0.5227
2748	ENSG00000196505	GDAP2	1.531	0.5225
2749	ENSG00000176148	TCP11L1	8.569	0.5221
2750	ENSG00000181744	DIPK2A	2.697	0.5219
2751	ENSG00000107937	GTPBP4	810.239	0.5216
2752	ENSG00000105849	POLR1F	28.878	0.5216
2753	ENSG00000174796	THAP6	2.702	0.521
2754	ENSG00000000457	SCYL3	2.749	0.5207
2755	ENSG00000181104	F2R	9.077	0.5206
2756	ENSG00000204946	ZNF783	19.68	0.5205
2757	ENSG00000171316	CHD7	54.429	0.5203
2758	ENSG00000185909	KLHDC8B	12.697	0.52
2759	ENSG00000154845	PPP4R1	10.83	0.5198
2760	ENSG00000107651	SEC23IP	6.244	0.5197
2761	ENSG00000100288	CHKB	19.125	0.5197
2762	ENSG00000223501	VPS52	24.934	0.5195
2763	ENSG00000173276	ZBTB21	5.367	0.5195
2764	ENSG00000151239	TWF1	14.389	0.5194
2765	ENSG00000155980	KIF5A	12.074	0.5192
2766	ENSG00000122756	CNTFR	2.944	0.519
2767	ENSG00000121579	NAA50	222.727	0.519
2768	ENSG00000123268	ATF1	36.023	0.5189
2769	ENSG00000179889	PDXDC1	59.18	0.5186
2770	ENSG00000063438	AHRR	6.238	0.5185
2771	ENSG00000144395	CCDC150	6.517	0.5184
2772	ENSG00000164116	GUCY1A1	1.884	0.5184
2773	ENSG00000172031	EPHX4	1.669	0.5183
2774	ENSG00000127989	MTERF1	1.153	0.5181
2775	ENSG00000081985	IL12RB2	2.398	0.518
2776	ENSG00000102543	CDADC1	66.148	0.5179
2777	ENSG00000105290	APLP1	14.883	0.5178
2778	ENSG00000205758	CRYZL1	31.273	0.5177
2779	ENSG00000185567	AHNAK2	2.775	0.5177
2780	ENSG00000129946	SHC2	18.637	0.5174
2781	ENSG00000111325	OGFOD2	34.129	0.5174
2782	ENSG00000113070	HBEGF	1.975	0.5174
2783	ENSG00000159086	PAXBP1	44.334	0.5167
2784	ENSG00000080608	PUM3	86.946	0.5167
2785	ENSG00000130816	DNMT1	432.116	0.5165
2786	ENSG00000142556	ZNF614	1.643	0.5162
2787	ENSG00000137821	LRRC49	1.963	0.5161
2788	ENSG00000109320	NFKB1	12.702	0.516
2789	ENSG00000226124	FTCDNL1	1.26	0.516
2790	ENSG00000066933	MYO9A	3.114	0.5159
2791	ENSG00000092148	HECTD1	16.92	0.5157
2792	ENSG00000167131	CCDC103	9.117	0.5152
2793	ENSG00000136492	BRIP1	2.145	0.5151
2794	ENSG00000133466	C1QTNF6	4.046	0.515
2795	ENSG00000146094	DOK3	10.848	0.5144
2796	ENSG00000144366	GULP1	4.886	0.5143
2797	ENSG00000131238	PPT1	40.753	0.5143
2798	ENSG00000163531	NFASC	1.628	0.5141
2799	ENSG00000167333	TRIM68	6.034	0.5141
2800	ENSG00000153214	TMEM87B	1.049	0.514
2801	ENSG00000132849	PATJ	6.126	0.514
2802	ENSG00000173681	BCLAF3	1.181	0.5138
2803	ENSG00000139625	MAP3K12	2.366	0.5135
2804	ENSG00000117139	KDM5B	11.293	0.5133
2805	ENSG00000100596	SPTLC2	21.238	0.5132
2806	ENSG00000071575	TRIB2	10.611	0.513
2807	ENSG00000159592	GPBP1L1	40.793	0.5125
2808	ENSG00000150093	ITGB1	14.452	0.512
2809	ENSG00000164284	GRPEL2	9.984	0.5119
2810	ENSG00000185340	GAS2L1	6.433	0.5114
2811	ENSG00000182993	C12orf60	2.647	0.5114
2812	ENSG00000151690	MFSD6	2.046	0.5113
2813	ENSG00000146729	NIPSNAP2	30.539	0.5113
2814	ENSG00000156469	MTERF3	5.356	0.5111
2815	ENSG00000175662	TOM1L2	10.922	0.5109
2816	ENSG00000176125	UFSP1	5.674	0.5109
2817	ENSG00000175806	MSRA	10.334	0.5109
2818	ENSG00000113161	HMGCR	7.041	0.5108
2819	ENSG00000265690	ENSG00000265690	2.721	0.5108
2820	ENSG00000115290	GRB14	4.964	0.5107
2821	ENSG00000133104	SPART	17.308	0.5102
2822	ENSG00000164463	CREBRF	1.164	0.5101
2823	ENSG00000143514	TP53BP2	9.843	0.51
2824	ENSG00000171241	SHCBP1	15.641	0.51
2825	ENSG00000175354	PTPN2	34.994	0.51
2826	ENSG00000152223	EPG5	1.532	0.51
2827	ENSG00000012171	SEMA3B	6.92	0.5096
2828	ENSG00000184402	SS18L1	9.118	0.5095
2829	ENSG00000121988	ZRANB3	1.53	0.5094
2830	ENSG00000131747	TOP2A	91.817	0.5088
2831	ENSG00000135679	MDM2	34.721	0.5088
2832	ENSG00000173917	HOXB2	6.424	0.5086
2833	ENSG00000285043	ENSG00000285043	11.074	0.5085
2834	ENSG00000111615	KRR1	58.317	0.5083
2835	ENSG00000269313	MAGIX	6.61	0.5081
2836	ENSG00000139832	RAB20	1.33	0.5079
2837	ENSG00000114209	PDCD10	9.574	0.5078
2838	ENSG00000123908	AGO2	19.327	0.5076
2839	ENSG00000126705	AHDC1	9.98	0.5075
2840	ENSG00000104490	NCALD	1.393	0.5074
2841	ENSG00000128394	APOBEC3F	8.028	0.5074
2842	ENSG00000109805	NCAPG	23.783	0.5073
2843	ENSG00000186364	NUDT17	11.024	0.5072
2844	ENSG00000101187	SLCO4A1	17.637	0.5071
2845	ENSG00000213658	LAT	2.247	0.5069
2846	ENSG00000165209	STRBP	10.317	0.5068
2847	ENSG00000170802	FOXN2	1.058	0.5066
2848	ENSG00000177683	THAP5	11.042	0.5063
2849	ENSG00000152454	ZNF256	1.218	0.5061
2850	ENSG00000104290	FZD3	1.595	0.5057
2851	ENSG00000075043	KCNQ2	36.529	0.5057
2852	ENSG00000082512	TRAF5	1.597	0.5057
2853	ENSG00000109063	MYH3	2.13	0.5057
2854	ENSG00000135363	LMO2	1.379	0.5057
2855	ENSG00000110171	TRIM3	11.867	0.5056
2856	ENSG00000177463	NR2C2	3.888	0.5055
2857	ENSG00000133460	SLC2A11	7.507	0.5055
2858	ENSG00000080854	IGSF9B	1.268	0.5054
2859	ENSG00000185728	YTHDF3	42.798	0.5054
2860	ENSG00000143633	C1orf131	172.852	0.5053
2861	ENSG00000154059	IMPACT	6.695	0.5052
2862	ENSG00000129757	CDKN1C	6.36	0.5051
2863	ENSG00000203618	GP1BB	23.187	0.5051
2864	ENSG00000065328	MCM10	46.919	0.505
2865	ENSG00000108061	SHOC2	37.535	0.505
2866	ENSG00000145495	MARCHF6	19.084	0.505
2867	ENSG00000105419	MEIS3	23.648	0.5049
2868	ENSG00000119703	ZC2HC1C	1.11	0.5047
2869	ENSG00000101104	PABPC1L	30.504	0.5046
2870	ENSG00000160124	MIX23	27.579	0.5043
2871	ENSG00000185670	ZBTB3	3.697	0.5043
2872	ENSG00000172671	ZFAND4	2.401	0.504
2873	ENSG00000117543	DPH5	14.793	0.504
2874	ENSG00000049130	KITLG	1.3	0.5039
2875	ENSG00000164190	NIPBL	7.497	0.5039
2876	ENSG00000134262	AP4B1	4.193	0.5039
2877	ENSG00000139323	POC1B	1.041	0.5038
2878	ENSG00000173267	SNCG	6.805	0.5037
2879	ENSG00000184831	APOO	16.098	0.5037
2880	ENSG00000152495	CAMK4	13.661	0.5036
2881	ENSG00000164010	ERMAP	2.35	0.5034
2882	ENSG00000129226	CD68	2.609	0.5034
2883	ENSG00000264343	NOTCH2NLA	74.18	0.5034
2884	ENSG00000292338	DHRSX	10.751	0.5032
2885	ENSG00000102934	PLLP	2.419	0.5031
2886	ENSG00000105996	HOXA2	1.433	0.5029
2887	ENSG00000186496	ZNF396	3.571	0.5024
2888	ENSG00000080845	DLGAP4	100.031	0.5024
2889	ENSG00000180182	MED14	16.654	0.5023
2890	ENSG00000130962	PRRG1	1.635	0.5023
2891	ENSG00000140367	UBE2Q2	5.334	0.5023
2892	ENSG00000134769	DTNA	13.966	0.5021
2893	ENSG00000186566	GPATCH8	22.88	0.5021
2894	ENSG00000196865	NHLRC2	2.501	0.502
2895	ENSG00000080345	RIF1	6.352	0.502
2896	ENSG00000140443	IGF1R	11.059	0.5019
2897	ENSG00000256463	SALL3	2.328	0.5018
2898	ENSG00000164609	SLU7	37.04	0.5017
2899	ENSG00000116497	S100PBP	3.253	0.5016
2900	ENSG00000025039	RRAGD	3.272	0.5009
2901	ENSG00000101935	AMMECR1	8.266	0.5008
2902	ENSG00000113971	NPHP3	5.556	0.5007
2903	ENSG00000094841	UPRT	3.641	0.5006
2904	ENSG00000197579	TOPORS	6.392	0.5004
2905	ENSG00000110925	CSRNP2	4.771	0.5004
2906	ENSG00000182010	RTKN2	3.061	0.5003
2907	ENSG00000187186	ENSG00000187186	51.567	0.5003
2908	ENSG00000132912	DCTN4	4.218	0.5001
2909	ENSG00000159674	SPON2	1.839	0.5
2910	ENSG00000132405	TBC1D14	16.366	0.5
2911	ENSG00000143771	CNIH4	39.882	0.5
2912	ENSG00000175600	SUGCT	4.901	0.4998
2913	ENSG00000111252	SH2B3	2.363	0.4997
2914	ENSG00000141655	TNFRSF11A	2.368	0.4997
2915	ENSG00000164610	RP9	107.7	0.4995
2916	ENSG00000121281	ADCY7	1.409	0.4994
2917	ENSG00000164306	PRIMPOL	6.379	0.4994
2918	ENSG00000169439	SDC2	35.019	0.4994
2919	ENSG00000163684	RPP14	31.116	0.4994
2920	ENSG00000173898	SPTBN2	161.904	0.4993
2921	ENSG00000170684	ZNF296	10.827	0.4993
2922	ENSG00000088970	KIZ	52.722	0.4993
2923	ENSG00000071243	ING3	10.02	0.4992
2924	ENSG00000153914	SREK1	156.795	0.4988
2925	ENSG00000256453	DND1	1.132	0.4987
2926	ENSG00000100603	SNW1	90.738	0.4983
2927	ENSG00000170759	KIF5B	12.02	0.4981
2928	ENSG00000131269	ABCB7	10.838	0.4981
2929	ENSG00000100592	DAAM1	3.163	0.4978
2930	ENSG00000198466	ZNF587	5.771	0.4977
2931	ENSG00000138031	ADCY3	31.038	0.4976
2932	ENSG00000188312	CENPP	11.136	0.4974
2933	ENSG00000148498	PARD3	47.859	0.4971
2934	ENSG00000138760	SCARB2	15.274	0.4969
2935	ENSG00000168646	AXIN2	5.223	0.4969
2936	ENSG00000139624	CERS5	13.381	0.4969
2937	ENSG00000138398	PPIG	193.599	0.4966
2938	ENSG00000167968	DNASE1L2	1.386	0.4966
2939	ENSG00000124783	SSR1	37.495	0.4963
2940	ENSG00000117481	NSUN4	10.945	0.4963
2941	ENSG00000128578	STRIP2	1.858	0.4962
2942	ENSG00000198301	SDAD1	15.896	0.4958
2943	ENSG00000198836	OPA1	6.061	0.4958
2944	ENSG00000215883	CYB5RL	8.056	0.4957
2945	ENSG00000163322	ABRAXAS1	2.791	0.4957
2946	ENSG00000160469	BRSK1	22.595	0.4953
2947	ENSG00000167106	EEIG1	8.953	0.4952
2948	ENSG00000105642	KCNN1	1.989	0.4952
2949	ENSG00000100320	RBFOX2	60.409	0.4948
2950	ENSG00000040531	CTNS	12.467	0.4947
2951	ENSG00000068305	MEF2A	16.264	0.4943
2952	ENSG00000168237	GLYCTK	19.45	0.4943
2953	ENSG00000164849	GPR146	2.859	0.494
2954	ENSG00000146535	GNA12	10.384	0.494
2955	ENSG00000165934	CPSF2	8.794	0.4939
2956	ENSG00000189298	ZKSCAN3	2.901	0.4938
2957	ENSG00000159714	ZDHHC1	3.465	0.4937
2958	ENSG00000015153	YAF2	38.71	0.4937
2959	ENSG00000166974	MAPRE2	50.596	0.4934
2960	ENSG00000198612	COPS8	19.563	0.4934
2961	ENSG00000111879	FAM184A	4.004	0.4933
2962	ENSG00000128908	INO80	23.435	0.4931
2963	ENSG00000125968	ID1	76.274	0.4929
2964	ENSG00000163683	SMIM14	2.542	0.4928
2965	ENSG00000168803	ADAL	6.217	0.4925
2966	ENSG00000168769	TET2	1.533	0.4925
2967	ENSG00000160097	FNDC5	1.919	0.4922
2968	ENSG00000117479	SLC19A2	1.187	0.4922
2969	ENSG00000116191	RALGPS2	2.066	0.4916
2970	ENSG00000259803	SLC22A31	3.121	0.4913
2971	ENSG00000104375	STK3	18.44	0.491
2972	ENSG00000163795	ZNF513	30.663	0.491
2973	ENSG00000166002	SMCO4	45.263	0.491
2974	ENSG00000059758	CDK17	2.14	0.4906
2975	ENSG00000196455	PIK3R4	16.47	0.4905
2976	ENSG00000169884	WNT10B	4.714	0.4903
2977	ENSG00000163608	NEPRO	5.549	0.4903
2978	ENSG00000119401	TRIM32	3.939	0.4902
2979	ENSG00000219545	UMAD1	9.728	0.4901
2980	ENSG00000172819	RARG	11.517	0.4898
2981	ENSG00000029639	TFB1M	8.975	0.4897
2982	ENSG00000164758	MED30	39.115	0.4897
2983	ENSG00000131323	TRAF3	31.023	0.4896
2984	ENSG00000134056	KGD4	9.762	0.4895
2985	ENSG00000179029	TMEM107	6.725	0.4895
2986	ENSG00000147010	SH3KBP1	20.235	0.4892
2987	ENSG00000163507	CIP2A	15.731	0.4889
2988	ENSG00000005189	REXO5	7.534	0.4888
2989	ENSG00000215375	MYL5	86.791	0.4888
2990	ENSG00000167232	ZNF91	2.938	0.4887
2991	ENSG00000080371	RAB21	4.996	0.4886
2992	ENSG00000173334	TRIB1	7.492	0.4884
2993	ENSG00000116731	PRDM2	65.425	0.4883
2994	ENSG00000131931	THAP1	3.443	0.4882
2995	ENSG00000101003	GINS1	127.472	0.4882
2996	ENSG00000091262	ABCC6	5.624	0.4881
2997	ENSG00000169231	THBS3	8.881	0.488
2998	ENSG00000185246	PRPF39	8.43	0.4879
2999	ENSG00000140025	EFCAB11	9.967	0.4879
3000	ENSG00000172382	PRSS27	4.527	0.4878
3001	ENSG00000135482	ZC3H10	4.785	0.4876
3002	ENSG00000203778	FAM229B	24.305	0.4876
3003	ENSG00000147813	NAPRT	56.744	0.4876
3004	ENSG00000117335	CD46	4.69	0.4875
3005	ENSG00000174456	C12orf76	7.246	0.4874
3006	ENSG00000099617	EFNA2	1.068	0.4872
3007	ENSG00000121211	MND1	48.412	0.4871
3008	ENSG00000104313	EYA1	1.044	0.487
3009	ENSG00000115525	ST3GAL5	3.199	0.487
3010	ENSG00000174227	PIGG	14.947	0.4868
3011	ENSG00000111850	SMIM8	4.911	0.4868
3012	ENSG00000129422	MTUS1	3.836	0.4865
3013	ENSG00000104450	SPAG1	3.925	0.4863
3014	ENSG00000254996	ANKHD1-EIF4EBP3	2.034	0.4862
3015	ENSG00000168917	SLC35G2	2.297	0.4862
3016	ENSG00000134504	KCTD1	9.849	0.4862
3017	ENSG00000197016	ZNF470	3.042	0.4861
3018	ENSG00000138801	PAPSS1	8.539	0.486
3019	ENSG00000101489	CELF4	5.278	0.4857
3020	ENSG00000111752	PHC1	4.928	0.4856
3021	ENSG00000113851	CRBN	12.004	0.4856
3022	ENSG00000116396	KCNC4	6.194	0.4856
3023	ENSG00000169490	TM2D2	8.87	0.4854
3024	ENSG00000203705	TATDN3	13.595	0.4854
3025	ENSG00000071242	RPS6KA2	5.582	0.4854
3026	ENSG00000173991	TCAP	4.607	0.4853
3027	ENSG00000133065	SLC41A1	11.723	0.4853
3028	ENSG00000134755	DSC2	8.9	0.4853
3029	ENSG00000049167	ERCC8	5.814	0.485
3030	ENSG00000160310	PRMT2	113.525	0.4847
3031	ENSG00000107736	CDH23	2.416	0.4846
3032	ENSG00000111581	NUP107	6.108	0.4846
3033	ENSG00000131171	SH3BGRL	4.66	0.4845
3034	ENSG00000184465	WDR27	28.773	0.4845
3035	ENSG00000185453	ZSWIM9	58.825	0.4843
3036	ENSG00000157193	LRP8	3.112	0.4843
3037	ENSG00000269713	NBPF9	12.482	0.4843
3038	ENSG00000170873	MTSS1	4.061	0.4842
3039	ENSG00000153814	JAZF1	13.673	0.4841
3040	ENSG00000169249	ZRSR2	65.638	0.4841
3041	ENSG00000136021	SCYL2	6.753	0.4833
3042	ENSG00000144451	SPAG16	32.78	0.4832
3043	ENSG00000028839	TBPL1	38.594	0.4831
3044	ENSG00000032742	IFT88	2.682	0.483
3045	ENSG00000198382	UVRAG	5.893	0.4825
3046	ENSG00000188603	CLN3	19.542	0.4822
3047	ENSG00000135124	P2RX4	40.405	0.4822
3048	ENSG00000103449	SALL1	9.348	0.4816
3049	ENSG00000131981	LGALS3	19.947	0.4814
3050	ENSG00000173545	ZNF622	107.248	0.4813
3051	ENSG00000166900	STX3	4.688	0.4811
3052	ENSG00000157881	PANK4	31.605	0.4811
3053	ENSG00000119314	PTBP3	3.636	0.481
3054	ENSG00000157106	SMG1	5.338	0.481
3055	ENSG00000136213	CHST12	10.801	0.481
3056	ENSG00000164961	WASHC5	7.682	0.4808
3057	ENSG00000234602	MCIDAS	2.89	0.4807
3058	ENSG00000152804	HHEX	4.76	0.4807
3059	ENSG00000198270	TMEM116	2.188	0.4806
3060	ENSG00000143207	COP1	5.148	0.4805
3061	ENSG00000146674	IGFBP3	1.386	0.4804
3062	ENSG00000130638	ATXN10	16.42	0.4804
3063	ENSG00000144504	ANKMY1	5.563	0.4803
3064	ENSG00000165417	GTF2A1	7.694	0.4803
3065	ENSG00000170836	PPM1D	4.261	0.4803
3066	ENSG00000136504	KAT7	6.309	0.4803
3067	ENSG00000128271	ADORA2A	4.891	0.48
3068	ENSG00000128595	CALU	15.102	0.4799
3069	ENSG00000139436	GIT2	13.285	0.4798
3070	ENSG00000146909	NOM1	65.261	0.4798
3071	ENSG00000181523	SGSH	16.354	0.4798
3072	ENSG00000068024	HDAC4	5.046	0.4794
3073	ENSG00000126458	RRAS	9.093	0.4794
3074	ENSG00000213085	CFAP45	5.186	0.4794
3075	ENSG00000165995	CACNB2	2.085	0.4791
3076	ENSG00000079134	THOC1	6.611	0.4787
3077	ENSG00000128512	DOCK4	3.611	0.4787
3078	ENSG00000181894	ZNF329	1.478	0.4786
3079	ENSG00000243811	APOBEC3D	2.084	0.4783
3080	ENSG00000082996	RNF13	3.9	0.4781
3081	ENSG00000113384	GOLPH3	9.752	0.4781
3082	ENSG00000163053	SLC16A14	1.149	0.478
3083	ENSG00000124596	OARD1	15.853	0.478
3084	ENSG00000145882	PCYOX1L	8.608	0.4779
3085	ENSG00000146143	PRIM2	7.986	0.4776
3086	ENSG00000128609	NDUFA5	14.17	0.4772
3087	ENSG00000197461	PDGFA	1.76	0.4772
3088	ENSG00000095383	TBC1D2	1.505	0.4768
3089	ENSG00000181704	YIPF6	5.54	0.4767
3090	ENSG00000166965	RCCD1	99.132	0.4766
3091	ENSG00000092850	TEKT2	2.381	0.4762
3092	ENSG00000168234	TTC39C	8.059	0.4758
3093	ENSG00000113163	CERT1	3.644	0.4755
3094	ENSG00000138821	SLC39A8	4.92	0.4751
3095	ENSG00000102996	MMP15	5.386	0.4747
3096	ENSG00000132535	DLG4	5.304	0.4747
3097	ENSG00000107020	PLGRKT	20.66	0.4746
3098	ENSG00000132740	IGHMBP2	41.196	0.4745
3099	ENSG00000141664	ZCCHC2	3.567	0.4745
3100	ENSG00000153975	ZUP1	4.857	0.4745
3101	ENSG00000089177	KIF16B	36.427	0.4744
3102	ENSG00000130035	GALNT8	2.629	0.4742
3103	ENSG00000180694	TMEM64	1.125	0.4742
3104	ENSG00000121903	ZSCAN20	1.802	0.4741
3105	ENSG00000138172	CALHM2	1.32	0.4739
