rank	gene_id	symbol	mean_tpm	var_log2tpm
1126	ENSG00000257524	ENSG00000257524	22.306	0.917
1127	ENSG00000165323	FAT3	1.653	0.9169
1128	ENSG00000168118	RAB4A	68.909	0.9166
1129	ENSG00000080822	CLDND1	8.358	0.9163
1130	ENSG00000178075	GRAMD1C	1.542	0.9161
1131	ENSG00000162482	AKR7A3	2.514	0.9161
1132	ENSG00000157800	SLC37A3	11.959	0.916
1133	ENSG00000134717	BTF3L4	8.332	0.9158
1134	ENSG00000169752	NRG4	1.443	0.9158
1135	ENSG00000100867	DHRS2	14.734	0.9155
1136	ENSG00000104325	DECR1	9.937	0.9147
1137	ENSG00000115947	ORC4	7.296	0.9136
1138	ENSG00000020577	SAMD4A	6.467	0.9134
1139	ENSG00000189184	PCDH18	2.835	0.9134
1140	ENSG00000171160	MORN4	16.338	0.9132
1141	ENSG00000284491	THSD8	3.25	0.9128
1142	ENSG00000165240	ATP7A	1.947	0.9126
1143	ENSG00000087074	PPP1R15A	141.744	0.9125
1144	ENSG00000160588	MPZL3	2.494	0.9112
1145	ENSG00000138688	BLTP1	2.869	0.9111
1146	ENSG00000168676	KCTD19	1.124	0.9106
1147	ENSG00000115998	C2orf42	2.015	0.9105
1148	ENSG00000224531	SMIM13	5.224	0.9104
1149	ENSG00000166321	NUDT13	1.939	0.9104
1150	ENSG00000151366	NDUFC2	275.411	0.9102
1151	ENSG00000169504	CLIC4	8.947	0.9091
1152	ENSG00000088002	SULT2B1	1.811	0.9079
1153	ENSG00000120549	KIAA1217	3.64	0.9074
1154	ENSG00000176046	NUPR1	1.521	0.9064
1155	ENSG00000113966	ARL6	2.428	0.9063
1156	ENSG00000115540	MOB4	7.424	0.9063
1157	ENSG00000128346	C22orf23	3.135	0.9061
1158	ENSG00000163755	HPS3	7.308	0.9051
1159	ENSG00000161921	CXCL16	13.405	0.9049
1160	ENSG00000144306	SCRN3	11.712	0.9048
1161	ENSG00000173926	MARCHF3	2.622	0.9047
1162	ENSG00000128534	LSM8	35.497	0.9047
1163	ENSG00000130540	SULT4A1	11.882	0.9045
1164	ENSG00000184939	ZFP90	3.937	0.9045
1165	ENSG00000013364	MVP	3.611	0.9044
1166	ENSG00000175471	MCTP1	1.315	0.9044
1167	ENSG00000143786	CNIH3	17.495	0.9036
1168	ENSG00000128567	PODXL	6.814	0.9035
1169	ENSG00000144026	ZNF514	12.066	0.9033
1170	ENSG00000065717	TLE2	9.706	0.9028
1171	ENSG00000100815	TRIP11	6.694	0.9026
1172	ENSG00000293642	ENSG00000293642	1.397	0.9026
1173	ENSG00000106868	SUSD1	2.998	0.9007
1174	ENSG00000176018	LYSMD3	9.555	0.9005
1175	ENSG00000233757	ZNF892	1.335	0.9001
1176	ENSG00000132256	TRIM5	5.15	0.8998
1177	ENSG00000196218	RYR1	1.045	0.8994
1178	ENSG00000203872	C6orf163	1.132	0.8981
1179	ENSG00000154114	TBCEL	2.416	0.8981
1180	ENSG00000133678	TMEM254	11.289	0.8979
1181	ENSG00000274252	GGTLC3	1.016	0.8979
1182	ENSG00000249240	ENSG00000249240	1.148	0.8964
1183	ENSG00000171208	NETO2	30.729	0.8961
1184	ENSG00000182600	SNORC	2.543	0.8959
1185	ENSG00000135048	CEMIP2	2.515	0.8955
1186	ENSG00000157014	TATDN2	26.507	0.8945
1187	ENSG00000164307	ERAP1	1.628	0.8944
1188	ENSG00000023608	SNAPC1	21.879	0.8941
1189	ENSG00000168564	CDKN2AIP	5.059	0.8927
1190	ENSG00000116793	PHTF1	16.442	0.8923
1191	ENSG00000109099	PMP22	3.602	0.8921
1192	ENSG00000128016	ZFP36	3.125	0.8919
1193	ENSG00000082701	GSK3B	20.08	0.8912
1194	ENSG00000177853	ZNF518A	2.686	0.8912
1195	ENSG00000162601	MYSM1	4.256	0.8906
1196	ENSG00000123636	BAZ2B	13.094	0.8898
1197	ENSG00000188177	ZC3H6	3.813	0.8893
1198	ENSG00000104324	CPQ	1.222	0.8893
1199	ENSG00000137871	ZNF280D	2.396	0.8891
1200	ENSG00000146409	SLC18B1	7.444	0.889
1201	ENSG00000171962	DRC3	1.626	0.889
1202	ENSG00000182272	B4GALNT4	8.02	0.8887
1203	ENSG00000184986	TMEM121	9.444	0.8884
1204	ENSG00000118515	SGK1	1.305	0.8883
1205	ENSG00000186104	CYP2R1	4.221	0.8881
1206	ENSG00000276644	DACH1	9.664	0.8879
1207	ENSG00000166387	PPFIBP2	5.108	0.8875
1208	ENSG00000074181	NOTCH3	7.016	0.8851
1209	ENSG00000067208	EVI5	8.875	0.8838
1210	ENSG00000162755	KLHDC9	6.444	0.8836
1211	ENSG00000132429	POPDC3	6.02	0.8832
1212	ENSG00000130827	PLXNA3	12.172	0.8829
1213	ENSG00000160282	FTCD	1.03	0.8824
1214	ENSG00000148950	IMMP1L	20.008	0.8823
1215	ENSG00000197712	FAM114A1	4.721	0.8811
1216	ENSG00000050426	LETMD1	58.808	0.8808
1217	ENSG00000111254	AKAP3	1.203	0.8806
1218	ENSG00000143367	TUFT1	33.012	0.8802
1219	ENSG00000177455	CD19	3.048	0.8796
1220	ENSG00000159905	ZNF221	2.196	0.8775
1221	ENSG00000164900	GBX1	2.055	0.876
1222	ENSG00000167220	HDHD2	8.275	0.8757
1223	ENSG00000155893	PXYLP1	7.695	0.875
1224	ENSG00000132510	KDM6B	31.72	0.8746
1225	ENSG00000164219	PGGT1B	3.047	0.8739
1226	ENSG00000150433	TMEM218	5.199	0.8735
1227	ENSG00000171155	C1GALT1C1	4.636	0.8728
1228	ENSG00000113108	APBB3	8.098	0.872
1229	ENSG00000135211	TMEM60	3.147	0.8714
1230	ENSG00000113812	ACTR8	19.581	0.8712
1231	ENSG00000130023	ERMARD	17.184	0.8711
1232	ENSG00000185015	CA13	3.017	0.8706
1233	ENSG00000166246	DNAAF8	3.985	0.8705
1234	ENSG00000171132	PRKCE	4.694	0.8701
1235	ENSG00000065621	GSTO2	4.202	0.8693
1236	ENSG00000176732	PFN4	1.092	0.8687
1237	ENSG00000169255	B3GALNT1	1.989	0.8686
1238	ENSG00000139926	FRMD6	4.341	0.8686
1239	ENSG00000060749	QSER1	3.773	0.8682
1240	ENSG00000144161	ZC3H8	82.842	0.8681
1241	ENSG00000165588	OTX2	2.997	0.8658
1242	ENSG00000182389	CACNB4	2.814	0.8653
1243	ENSG00000171608	PIK3CD	3.829	0.8647
1244	ENSG00000166503	HDGFL3	40.909	0.8646
1245	ENSG00000262484	CCER2	11.367	0.8634
1246	ENSG00000104381	GDAP1	7.625	0.8634
1247	ENSG00000150347	ARID5B	5.032	0.8633
1248	ENSG00000162959	MEMO1	6.665	0.8629
1249	ENSG00000166762	CATSPER2	1.391	0.8624
1250	ENSG00000197128	ZNF772	1.298	0.8623
1251	ENSG00000136099	PCDH8	1.752	0.8619
1252	ENSG00000166262	FAM227B	1.11	0.8618
1253	ENSG00000132953	XPO4	2.144	0.861
1254	ENSG00000137720	CFAP68	8.952	0.8605
1255	ENSG00000105278	ZFR2	4.448	0.8599
1256	ENSG00000002016	RAD52	16.412	0.8597
1257	ENSG00000116815	CD58	2.987	0.859
1258	ENSG00000104361	NIPAL2	1.815	0.858
1259	ENSG00000065809	FAM107B	14.046	0.8576
1260	ENSG00000145216	FIP1L1	122.337	0.8574
1261	ENSG00000172339	ALG14	25.185	0.8572
1262	ENSG00000184545	DUSP8	10.078	0.8569
1263	ENSG00000141391	PRELID3A	5.178	0.8567
1264	ENSG00000169946	ZFPM2	1.735	0.8564
1265	ENSG00000165905	LARGE2	8.842	0.856
1266	ENSG00000188542	DUSP28	4.193	0.8554
1267	ENSG00000165695	AK8	2.136	0.8554
1268	ENSG00000162946	DISC1	1.749	0.8552
1269	ENSG00000114841	DNAH1	2.446	0.8549
1270	ENSG00000035664	DAPK2	2.03	0.8544
1271	ENSG00000124225	PMEPA1	12.746	0.8536
1272	ENSG00000183087	GAS6	4.259	0.8536
1273	ENSG00000120690	ELF1	3.91	0.8533
1274	ENSG00000040608	RTN4R	16.968	0.853
1275	ENSG00000138658	ZGRF1	2.354	0.8519
1276	ENSG00000256294	ZNF225	2.005	0.8517
1277	ENSG00000198130	HIBCH	5.728	0.8511
1278	ENSG00000111012	CYP27B1	4.047	0.851
1279	ENSG00000116885	OSCP1	11.104	0.8508
1280	ENSG00000124813	RUNX2	1.005	0.8501
1281	ENSG00000146350	TBC1D32	2.819	0.85
1282	ENSG00000180917	CMTR2	1.429	0.8499
1283	ENSG00000241935	HOGA1	1.091	0.8497
1284	ENSG00000278619	MRM1	109.772	0.8492
1285	ENSG00000286185	ENSG00000286185	1.126	0.8491
1286	ENSG00000128789	PSMG2	15.271	0.8491
1287	ENSG00000205002	AARD	5.173	0.8487
1288	ENSG00000162433	AK4	15.099	0.8487
1289	ENSG00000248643	RBM14-RBM4	11.036	0.8478
1290	ENSG00000111011	RSRC2	158.771	0.8478
1291	ENSG00000136895	GARNL3	3.169	0.8477
1292	ENSG00000168906	MAT2A	45.519	0.8476
1293	ENSG00000104808	DHDH	9.701	0.8475
1294	ENSG00000151414	NEK7	3.211	0.8472
1295	ENSG00000176884	GRIN1	1.159	0.8472
1296	ENSG00000165810	BTNL9	12.324	0.8472
1297	ENSG00000100439	ABHD4	7.737	0.8471
1298	ENSG00000139220	PPFIA2	1.689	0.847
1299	ENSG00000136048	DRAM1	1.64	0.8468
1300	ENSG00000288710	ENSG00000288710	1.106	0.846
1301	ENSG00000158186	MRAS	6.846	0.8457
1302	ENSG00000149948	HMGA2	25.964	0.8457
1303	ENSG00000234465	PINLYP	1.319	0.8456
1304	ENSG00000173846	PLK3	5.799	0.8448
1305	ENSG00000145743	FBXL17	1.485	0.8447
1306	ENSG00000147576	ADHFE1	1.408	0.8443
1307	ENSG00000185507	IRF7	3.671	0.8442
1308	ENSG00000164398	ACSL6	2.272	0.8435
1309	ENSG00000134480	CCNH	16.72	0.8435
1310	ENSG00000167380	ZNF226	22.521	0.8433
1311	ENSG00000139173	TMEM117	1.104	0.8425
1312	ENSG00000240065	PSMB9	2.805	0.842
1313	ENSG00000095574	IKZF5	3.127	0.8418
1314	ENSG00000111052	LIN7A	2.275	0.8416
1315	ENSG00000203883	SOX18	2.381	0.8415
1316	ENSG00000131459	GFPT2	13.547	0.8408
1317	ENSG00000110888	CAPRIN2	1.768	0.8406
1318	ENSG00000166510	CCDC68	1.164	0.8404
1319	ENSG00000147459	DOCK5	3.25	0.8401
1320	ENSG00000148700	ADD3	5.821	0.8399
1321	ENSG00000159176	CSRP1	1.921	0.8397
1322	ENSG00000143498	TAF1A	3.93	0.8396
1323	ENSG00000019549	SNAI2	8.992	0.8395
1324	ENSG00000071967	CYBRD1	1.3	0.8388
1325	ENSG00000143847	PPFIA4	5.58	0.8388
1326	ENSG00000099250	NRP1	13.892	0.8383
1327	ENSG00000164008	C1orf50	56.118	0.8375
1328	ENSG00000180423	HARBI1	1.52	0.8373
1329	ENSG00000118513	MYB	1.285	0.8372
1330	ENSG00000169855	ROBO1	16.047	0.837
1331	ENSG00000141744	PNMT	2.094	0.8366
1332	ENSG00000115514	TXNDC9	8.428	0.8361
1333	ENSG00000235169	SMIM1	16.692	0.8359
1334	ENSG00000139133	ALG10	2.2	0.8355
1335	ENSG00000238083	LRRC37A2	10.265	0.8346
1336	ENSG00000175414	ARL10	4.414	0.8344
1337	ENSG00000115361	ACADL	4.139	0.8336
1338	ENSG00000172650	AGAP5	3.675	0.8332
1339	ENSG00000048471	SNX29	4.849	0.8328
1340	ENSG00000143443	C1orf56	13.455	0.8328
1341	ENSG00000124209	RAB22A	5.544	0.8327
1342	ENSG00000107614	TRDMT1	2.037	0.8326
1343	ENSG00000164221	CCDC112	32.364	0.8318
1344	ENSG00000130303	BST2	3.674	0.8314
1345	ENSG00000119979	DENND10	23.267	0.8311
1346	ENSG00000145287	PLAC8	1.521	0.831
1347	ENSG00000178809	TRIM73	12.248	0.8309
1348	ENSG00000027075	PRKCH	4.718	0.8309
1349	ENSG00000171680	PLEKHG5	6.921	0.8298
1350	ENSG00000240230	COX19	55.644	0.8297
1351	ENSG00000047578	KATNIP	12.585	0.8295
1352	ENSG00000006047	YBX2	2.154	0.8294
1353	ENSG00000145362	ANK2	5.459	0.8283
1354	ENSG00000136002	ARHGEF4	6.141	0.8283
1355	ENSG00000185947	ZNF267	9.267	0.8282
1356	ENSG00000138674	SEC31A	69.016	0.8277
1357	ENSG00000275023	MLLT6	45.99	0.8269
1358	ENSG00000181458	TMEM45A	1.509	0.8268
1359	ENSG00000185880	TRIM69	9.165	0.8264
1360	ENSG00000164199	ADGRV1	3.709	0.8264
1361	ENSG00000120451	SNX19	2.429	0.8254
1362	ENSG00000284292	ENSG00000284292	2.325	0.8253
1363	ENSG00000204257	HLA-DMA	6.02	0.8252
1364	ENSG00000135093	USP30	8.981	0.8248
1365	ENSG00000078114	NEBL	2.897	0.8241
1366	ENSG00000149292	TTC12	7.075	0.8236
1367	ENSG00000123094	RASSF8	3.181	0.8234
1368	ENSG00000123104	ITPR2	2.994	0.8233
1369	ENSG00000114270	COL7A1	15.44	0.8231
1370	ENSG00000082213	C5orf22	5.336	0.823
1371	ENSG00000204580	DDR1	13.528	0.8224
1372	ENSG00000109466	KLHL2	3.175	0.8223
1373	ENSG00000204152	TIMM23B	6.785	0.8222
1374	ENSG00000164941	INTS8	15.977	0.8218
1375	ENSG00000168438	CDC40	19.33	0.8215
1376	ENSG00000167774	ENSG00000167774	65.867	0.8213
1377	ENSG00000196937	FAM3C	8.402	0.8212
1378	ENSG00000183479	TREX2	4.479	0.8212
1379	ENSG00000105371	ICAM4	6.053	0.8209
1380	ENSG00000120899	PTK2B	2.285	0.8206
1381	ENSG00000215910	C1orf167	1.153	0.8204
1382	ENSG00000213906	LTB4R2	4.237	0.8204
1383	ENSG00000197816	CCDC180	5.776	0.8199
1384	ENSG00000145428	RNF175	1.457	0.8199
1385	ENSG00000203780	FANK1	1.511	0.8199
1386	ENSG00000144182	LIPT1	2.418	0.8196
1387	ENSG00000185798	WDR53	5.524	0.8194
1388	ENSG00000118412	CASP8AP2	11.658	0.8193
1389	ENSG00000136982	DSCC1	11.441	0.8186
1390	ENSG00000059804	SLC2A3	1.569	0.8182
1391	ENSG00000162620	LRRIQ3	1.501	0.8181
1392	ENSG00000161267	BDH1	5.851	0.818
1393	ENSG00000167881	SRP68	63.991	0.8173
1394	ENSG00000166402	TUB	9.937	0.8169
1395	ENSG00000105778	AVL9	5.049	0.8164
1396	ENSG00000185920	PTCH1	11.848	0.8162
1397	ENSG00000110911	SLC11A2	3.024	0.816
1398	ENSG00000122481	RWDD3	6.821	0.8156
1399	ENSG00000205307	SAP25	2.46	0.8152
1400	ENSG00000145246	ATP10D	2.268	0.815
1401	ENSG00000007237	GAS7	2.171	0.815
1402	ENSG00000168461	RAB31	30.95	0.815
1403	ENSG00000134146	DPH6	7.472	0.814
1404	ENSG00000105672	ETV2	2.546	0.8139
1405	ENSG00000067082	KLF6	32.186	0.8139
1406	ENSG00000127252	PLAAT1	7.281	0.8135
1407	ENSG00000128513	POT1	2.042	0.8133
1408	ENSG00000116990	MYCL	1.945	0.813
1409	ENSG00000058272	PPP1R12A	96.557	0.8125
1410	ENSG00000198156	NPIPB6	1.632	0.8121
1411	ENSG00000096872	IFT74	6.695	0.8119
1412	ENSG00000154957	ZNF18	4.744	0.8119
1413	ENSG00000152256	PDK1	2.854	0.8114
1414	ENSG00000197933	ZNF823	1.169	0.8113
1415	ENSG00000138207	RBP4	1.098	0.8108
1416	ENSG00000143507	DUSP10	2.801	0.8104
1417	ENSG00000120992	LYPLA1	20.244	0.8102
1418	ENSG00000154548	SRSF12	3.863	0.8096
1419	ENSG00000156587	UBE2L6	3.764	0.8096
1420	ENSG00000163539	CLASP2	19.044	0.8095
1421	ENSG00000184178	SCFD2	4.543	0.8091
1422	ENSG00000198689	SLC9A6	6.331	0.8086
1423	ENSG00000157036	EXOG	16.736	0.8083
1424	ENSG00000184060	ADAP2	12.759	0.8079
1425	ENSG00000157833	GAREM2	4.429	0.8078
1426	ENSG00000204130	RUFY2	7.667	0.8077
1427	ENSG00000133195	SLC39A11	13.158	0.8077
1428	ENSG00000158201	ABHD3	3.871	0.8068
1429	ENSG00000079150	FKBP7	3.108	0.8067
1430	ENSG00000197930	ERO1A	7.227	0.8066
1431	ENSG00000204267	TAP2	62.944	0.8065
1432	ENSG00000269743	SLC25A53	8.394	0.8065
1433	ENSG00000157764	BRAF	4.243	0.8058
1434	ENSG00000068079	IFI35	15.414	0.8057
1435	ENSG00000114405	CEP15	8.603	0.8056
1436	ENSG00000104412	EMC2	10.389	0.8056
1437	ENSG00000152642	GPD1L	4.864	0.805
1438	ENSG00000071189	SNX13	2.101	0.8046
1439	ENSG00000145734	BDP1	17.708	0.8045
1440	ENSG00000115138	POMC	2.444	0.8042
1441	ENSG00000147853	AK3	4.953	0.8031
1442	ENSG00000184005	ST6GALNAC3	1.253	0.8026
1443	ENSG00000050405	LIMA1	51.74	0.8018
1444	ENSG00000169131	ZNF354A	6.88	0.8015
1445	ENSG00000164038	SLC9B2	5.348	0.8015
1446	ENSG00000136867	SLC31A2	2.939	0.8014
1447	ENSG00000105251	SHD	1.095	0.8012
1448	ENSG00000156463	SH3RF2	1.155	0.8009
1449	ENSG00000140284	SLC27A2	2.148	0.8006
1450	ENSG00000176387	HSD11B2	2.159	0.7996
1451	ENSG00000128731	HERC2	484.936	0.7993
1452	ENSG00000064199	SPA17	2.755	0.7993
1453	ENSG00000105982	RNF32	2.187	0.7988
1454	ENSG00000033178	UBA6	3.016	0.7984
1455	ENSG00000099810	MTAP	19.372	0.798
1456	ENSG00000146700	SSC4D	2.231	0.7979
1457	ENSG00000060982	BCAT1	6.855	0.7976
1458	ENSG00000244405	ETV5	1.052	0.7976
1459	ENSG00000145703	IQGAP2	5.14	0.797
1460	ENSG00000233954	UQCRHL	2.375	0.7966
1461	ENSG00000100100	PIK3IP1	3.367	0.7963
1462	ENSG00000203896	LIME1	64.516	0.7962
1463	ENSG00000079335	CDC14A	4.479	0.7959
1464	ENSG00000197782	ZNF780A	20.993	0.7957
1465	ENSG00000160703	NLRX1	9.313	0.7956
1466	ENSG00000131941	RHPN2	14.288	0.7954
1467	ENSG00000157379	DHRS1	9.968	0.7945
1468	ENSG00000261115	TMEM178B	2.348	0.7944
1469	ENSG00000119778	ATAD2B	2.374	0.7944
1470	ENSG00000178338	ZNF354B	7.782	0.7937
1471	ENSG00000276234	TADA2A	9.792	0.7932
1472	ENSG00000204520	MICA	16.583	0.7932
1473	ENSG00000004700	RECQL	11.631	0.7927
1474	ENSG00000142621	FHAD1	2.239	0.7927
1475	ENSG00000036549	ZZZ3	5.429	0.7926
1476	ENSG00000061656	SPAG4	13.774	0.792
1477	ENSG00000104442	ARMC1	11.605	0.7917
1478	ENSG00000178522	AMBN	2.722	0.7916
1479	ENSG00000103494	RPGRIP1L	5.46	0.7916
1480	ENSG00000156030	MIDEAS	32.266	0.7911
1481	ENSG00000089505	CMTM1	2.717	0.7904
1482	ENSG00000198093	ZNF649	3.628	0.7899
1483	ENSG00000197566	ZNF624	1.005	0.7898
1484	ENSG00000183647	ZNF530	16.529	0.7896
1485	ENSG00000106415	GLCCI1	8.788	0.7893
1486	ENSG00000008394	MGST1	26.458	0.7887
1487	ENSG00000164211	STARD4	1.98	0.7886
1488	ENSG00000214456	PLIN5	1.364	0.7881
1489	ENSG00000147255	IGSF1	2.25	0.7878
1490	ENSG00000203722	RAET1G	2.048	0.7874
1491	ENSG00000182687	GALR2	1.69	0.7866
1492	ENSG00000170464	DNAJC18	8.441	0.7866
1493	ENSG00000025423	HSD17B6	4.426	0.7863
1494	ENSG00000100532	CGRRF1	4.948	0.7861
1495	ENSG00000172728	FUT10	3.133	0.7854
1496	ENSG00000186787	SPIN2B	8.233	0.7853
1497	ENSG00000188315	C3orf62	14.552	0.785
1498	ENSG00000277196	ENSG00000277196	1.406	0.7849
1499	ENSG00000117625	RCOR3	23.012	0.7849
1500	ENSG00000197576	HOXA4	9.794	0.7849
1501	ENSG00000135537	AFG1L	1.761	0.7845
1502	ENSG00000260836	ENSG00000260836	1.698	0.7832
1503	ENSG00000092295	TGM1	1.358	0.7827
1504	ENSG00000139971	ARMH4	7.875	0.7821
1505	ENSG00000106617	PRKAG2	5.774	0.7818
1506	ENSG00000084636	COL16A1	1.098	0.7818
1507	ENSG00000145781	COMMD10	3.316	0.7809
1508	ENSG00000149557	FEZ1	16.006	0.7808
1509	ENSG00000163312	HELQ	9.355	0.7807
1510	ENSG00000131095	GFAP	1.063	0.7805
1511	ENSG00000172164	SNTB1	2.152	0.7805
1512	ENSG00000119862	LGALSL	5.295	0.7805
1513	ENSG00000136813	ECPAS	9.653	0.7805
1514	ENSG00000128694	OSGEPL1	1.794	0.7803
1515	ENSG00000171428	NAT1	1.465	0.7797
1516	ENSG00000157399	ARSL	1.282	0.7795
1517	ENSG00000079257	LXN	3.86	0.7794
1518	ENSG00000166783	MARF1	5.048	0.7793
1519	ENSG00000172379	ARNT2	2.495	0.7789
1520	ENSG00000161714	PLCD3	24.826	0.7789
1521	ENSG00000163660	CCNL1	22.226	0.7787
1522	ENSG00000128881	TTBK2	1.87	0.7783
1523	ENSG00000178662	CSRNP3	1.278	0.7782
1524	ENSG00000153922	CHD1	24.695	0.7781
1525	ENSG00000178105	DDX10	116.0	0.778
1526	ENSG00000091157	WDR7	3.262	0.7778
1527	ENSG00000152439	ZNF773	6.099	0.7777
1528	ENSG00000114019	AMOTL2	5.739	0.776
1529	ENSG00000079931	MOXD1	10.413	0.7759
1530	ENSG00000130649	CYP2E1	1.567	0.7755
1531	ENSG00000184697	CLDN6	1.286	0.7753
1532	ENSG00000111790	FGFR1OP2	20.761	0.7751
1533	ENSG00000171476	HOPX	1.245	0.7749
1534	ENSG00000119801	YPEL5	3.977	0.7746
1535	ENSG00000067221	STOML1	10.096	0.7745
1536	ENSG00000138411	HECW2	1.789	0.7743
1537	ENSG00000166971	AKTIP	3.497	0.7741
1538	ENSG00000100196	KDELR3	5.683	0.7741
1539	ENSG00000153291	SLC25A27	2.275	0.7739
1540	ENSG00000100626	GALNT16	6.332	0.7734
1541	ENSG00000066777	ARFGEF1	5.528	0.7731
1542	ENSG00000047621	FERRY3	7.507	0.7728
1543	ENSG00000178761	FAM219B	69.708	0.7728
1544	ENSG00000273706	LHX1	19.173	0.7727
1545	ENSG00000146373	RNF217	1.602	0.7726
1546	ENSG00000197852	INKA2	5.767	0.7726
1547	ENSG00000172795	DCP2	6.573	0.7723
1548	ENSG00000047346	ATOSA	4.58	0.7721
1549	ENSG00000173480	ZNF417	1.5	0.7717
1550	ENSG00000180376	CCDC66	23.491	0.7715
1551	ENSG00000159314	ARHGAP27	6.986	0.7711
1552	ENSG00000156958	GALK2	13.314	0.7711
1553	ENSG00000118855	MFSD1	4.784	0.77
1554	ENSG00000123124	WWP1	8.879	0.7698
1555	ENSG00000130164	LDLR	6.423	0.7698
1556	ENSG00000130856	ZNF236	12.691	0.7696
1557	ENSG00000125247	TMTC4	2.661	0.7689
1558	ENSG00000198369	SPRED2	4.508	0.7684
1559	ENSG00000152818	UTRN	8.922	0.768
1560	ENSG00000110697	PITPNM1	12.046	0.7678
1561	ENSG00000103351	CLUAP1	24.378	0.7677
1562	ENSG00000213793	ZNF888	1.753	0.7675
1563	ENSG00000164647	STEAP1	6.195	0.7672
1564	ENSG00000178093	TSSK6	1.138	0.7671
1565	ENSG00000102878	HSF4	18.886	0.7666
1566	ENSG00000120647	CCDC77	8.45	0.7664
1567	ENSG00000145431	PDGFC	5.296	0.7656
1568	ENSG00000197275	RAD54B	2.189	0.7653
1569	ENSG00000234616	JRK	20.454	0.7653
1570	ENSG00000157538	VPS26C	13.528	0.7652
1571	ENSG00000074657	ZNF532	3.82	0.7651
1572	ENSG00000150756	ATPSCKMT	2.701	0.7648
1573	ENSG00000016864	GLT8D1	16.33	0.7646
1574	ENSG00000102760	RGCC	1.14	0.7645
1575	ENSG00000003402	CFLAR	7.037	0.7638
1576	ENSG00000161298	ZNF382	1.769	0.7633
1577	ENSG00000170667	RASA4B	2.563	0.7633
1578	ENSG00000234444	ZNF736	2.017	0.7629
1579	ENSG00000188095	MESP2	3.124	0.7625
1580	ENSG00000004864	SLC25A13	11.105	0.7623
1581	ENSG00000165097	KDM1B	17.52	0.7619
1582	ENSG00000148468	FAM171A1	24.815	0.7617
1583	ENSG00000035681	NSMAF	3.129	0.7613
1584	ENSG00000006459	KDM7A	3.538	0.7608
1585	ENSG00000087116	ADAMTS2	3.416	0.7607
1586	ENSG00000125386	FAM193A	72.983	0.7604
1587	ENSG00000074590	NUAK1	3.33	0.7595
1588	ENSG00000055609	KMT2C	38.184	0.7594
1589	ENSG00000166704	ZNF606	3.542	0.7587
1590	ENSG00000128045	RASL11B	2.246	0.7585
1591	ENSG00000000460	FIRRM	7.088	0.7578
1592	ENSG00000198730	CTR9	105.724	0.7577
1593	ENSG00000104728	ARHGEF10	7.415	0.7576
1594	ENSG00000111711	GOLT1B	3.581	0.7574
1595	ENSG00000204410	MSH5	39.673	0.7572
1596	ENSG00000203791	EEF1AKMT2	6.66	0.7571
1597	ENSG00000103381	CPPED1	4.446	0.7567
1598	ENSG00000174371	EXO1	40.253	0.7564
1599	ENSG00000108021	TASOR2	28.607	0.7562
1600	ENSG00000132406	TMEM128	3.704	0.7562
1601	ENSG00000133640	LRRIQ1	2.166	0.7561
1602	ENSG00000165275	TRMT10B	36.154	0.756
1603	ENSG00000124782	RREB1	21.107	0.756
1604	ENSG00000133805	AMPD3	1.213	0.7558
1605	ENSG00000101132	PFDN4	39.468	0.7546
1606	ENSG00000247595	MISFA	13.743	0.7546
1607	ENSG00000185250	PPIL6	1.787	0.7537
1608	ENSG00000114698	PLSCR4	1.199	0.7537
1609	ENSG00000102032	RENBP	9.859	0.7537
1610	ENSG00000179387	ELMOD2	3.902	0.7531
1611	ENSG00000111875	ASF1A	15.182	0.7529
1612	ENSG00000086666	ZFAND6	13.92	0.7525
1613	ENSG00000114120	SLC25A36	14.621	0.7524
1614	ENSG00000164627	KIF6	1.391	0.7521
1615	ENSG00000197302	KRBOX5	13.143	0.752
1616	ENSG00000141854	MISP3	2.974	0.752
1617	ENSG00000135423	GLS2	2.615	0.7514
1618	ENSG00000184922	FMNL1	1.168	0.751
1619	ENSG00000213020	ZNF611	3.886	0.751
1620	ENSG00000148925	BTBD10	6.197	0.7509
1621	ENSG00000184602	SNN	4.487	0.7503
1622	ENSG00000106460	TMEM106B	16.081	0.7502
1623	ENSG00000168071	CCDC88B	4.721	0.7501
1624	ENSG00000214274	ANG	3.759	0.75
1625	ENSG00000162804	SNED1	1.108	0.7497
1626	ENSG00000152601	MBNL1	7.547	0.7497
1627	ENSG00000166145	SPINT1	2.528	0.7487
1628	ENSG00000173221	GLRX	6.437	0.7484
1629	ENSG00000250510	GPR162	6.078	0.7483
1630	ENSG00000243660	ZNF487	1.297	0.7473
1631	ENSG00000118197	DDX59	13.693	0.7469
1632	ENSG00000150773	PIH1D2	1.102	0.7467
1633	ENSG00000075790	BCAP29	11.206	0.7463
1634	ENSG00000152669	CCNO	3.672	0.7458
1635	ENSG00000283765	ENSG00000283765	1.341	0.7455
1636	ENSG00000215252	GOLGA8B	16.56	0.7452
1637	ENSG00000178163	ZNF518B	2.625	0.7451
1638	ENSG00000286192	ENSG00000286192	1.624	0.745
1639	ENSG00000111490	TBC1D30	2.495	0.7446
1640	ENSG00000135108	FBXO21	31.176	0.7443
1641	ENSG00000174206	KICS2	5.818	0.7441
1642	ENSG00000080561	MID2	2.383	0.7439
1643	ENSG00000105889	STEAP1B	3.702	0.7437
