rank	gene_id	symbol	mean_expr	var_log2expr
3864	ENSG00000184838	PRR16	2.24	1.5548
3865	ENSG00000047346	ATOSA	5.414	1.5546
3866	ENSG00000185015	CA13	3.433	1.5545
3867	ENSG00000131115	ZNF227	10.771	1.5545
3868	ENSG00000188522	FAM83G	10.695	1.5544
3869	ENSG00000212123	PRR22	11.434	1.5543
3870	ENSG00000124198	ARFGEF2	22.008	1.5543
3871	ENSG00000155330	C16orf87	28.432	1.5542
3872	ENSG00000136492	BRIP1	24.357	1.5542
3873	ENSG00000104228	TRIM35	8.914	1.5541
3874	ENSG00000131931	THAP1	11.754	1.554
3875	ENSG00000176387	HSD11B2	2.115	1.554
3876	ENSG00000169122	FAM110B	9.529	1.554
3877	ENSG00000087903	RFX2	13.148	1.5539
3878	ENSG00000173517	PEAK1	20.721	1.5534
3879	ENSG00000152433	ZNF547	1.796	1.5531
3880	ENSG00000172830	SSH3	11.189	1.553
3881	ENSG00000112208	BAG2	31.3	1.5529
3882	ENSG00000151617	EDNRA	2.374	1.5521
3883	ENSG00000257524		23.011	1.5521
3884	ENSG00000165449	SLC16A9	3.368	1.5521
3885	ENSG00000198934	MAGEE1	3.366	1.5518
3886	ENSG00000183208	GDPGP1	8.905	1.5517
3887	ENSG00000164841	TMEM74	3.481	1.5517
3888	ENSG00000171763	AFG2B	11.49	1.5513
3889	ENSG00000271254		35.853	1.5511
3890	ENSG00000092036	HAUS4	33.119	1.5506
3891	ENSG00000130224	LRCH2	15.379	1.5503
3892	ENSG00000100104	SRRD	52.332	1.5503
3893	ENSG00000178295	GEN1	17.418	1.5502
3894	ENSG00000164107	HAND2	3.441	1.5497
3895	ENSG00000185973	TMLHE	26.426	1.5494
3896	ENSG00000197782	ZNF780A	15.254	1.5491
3897	ENSG00000204382	XAGE1B	2.085	1.5489
3898	ENSG00000146197	SCUBE3	2.143	1.5485
3899	ENSG00000164877	MICALL2	2.925	1.5485
3900	ENSG00000075568	TMEM131	36.751	1.5484
3901	ENSG00000108559	NUP88	102.509	1.5483
3902	ENSG00000116005	PCYOX1	44.947	1.5475
3903	ENSG00000131375	CAPN7	34.32	1.5474
3904	ENSG00000185436	IFNLR1	5.492	1.5473
3905	ENSG00000106701	FSD1L	4.314	1.5471
3906	ENSG00000182612	TSPAN10	7.873	1.5467
3907	ENSG00000136810	TXN	904.314	1.5466
3908	ENSG00000108924	HLF	2.967	1.5464
3909	ENSG00000141428	C18orf21	91.637	1.5462
3910	ENSG00000110367	DDX6	63.412	1.5461
3911	ENSG00000129159	KCNC1	5.717	1.546
3912	ENSG00000110888	CAPRIN2	13.805	1.5455
3913	ENSG00000100578	KIAA0586	30.301	1.5452
3914	ENSG00000184786	DYNLT2	2.543	1.5449
3915	ENSG00000138835	RGS3	2.969	1.5445
3916	ENSG00000241058	NSUN6	10.789	1.5445
3917	ENSG00000171681	ATF7IP	38.432	1.5443
3918	ENSG00000170745	KCNS3	2.22	1.5442
3919	ENSG00000155858	LSM11	15.749	1.5441
3920	ENSG00000121486	TRMT1L	23.732	1.544
3921	ENSG00000187210	GCNT1	5.079	1.5439
3922	ENSG00000162402	USP24	49.299	1.5439
3923	ENSG00000104853	CLPTM1	76.583	1.5439
3924	ENSG00000167325	RRM1	163.623	1.5438
3925	ENSG00000143324	XPR1	18.795	1.5435
3926	ENSG00000101489	CELF4	3.498	1.5434
3927	ENSG00000132463	GRSF1	124.826	1.5427
3928	ENSG00000175084	DES	1.673	1.5426
3929	ENSG00000144036	EXOC6B	22.383	1.5425
3930	ENSG00000232593	KANTR	11.726	1.5425
3931	ENSG00000182405	PGBD4	3.215	1.5421
3932	ENSG00000188042	ARL4C	39.249	1.5421
3933	ENSG00000136143	SUCLA2	55.071	1.5421
3934	ENSG00000011275	RNF216	91.663	1.5419
3935	ENSG00000099864	PALM	36.411	1.5418
3936	ENSG00000160446	ZDHHC12	79.903	1.5415
3937	ENSG00000079335	CDC14A	6.459	1.5415
3938	ENSG00000180340	FZD2	14.435	1.5414
3939	ENSG00000204516	MICB	3.791	1.5412
3940	ENSG00000173083	HPSE	3.403	1.541
3941	ENSG00000274750	H3C6	2.652	1.5409
3942	ENSG00000284691		2.659	1.5407
3943	ENSG00000149922	TBX6	2.345	1.5405
3944	ENSG00000140575	IQGAP1	70.553	1.5402
3945	ENSG00000162522	NHSL3	30.472	1.5402
3946	ENSG00000181856	SLC2A4	3.405	1.5401
3947	ENSG00000242110	AMACR	8.51	1.5399
3948	ENSG00000124275	MTRR	27.924	1.5396
3949	ENSG00000129493	HEATR5A	25.351	1.5394
3950	ENSG00000173486	FKBP2	401.037	1.5393
3951	ENSG00000161298	ZNF382	6.169	1.5392
3952	ENSG00000126106	TMEM53	14.136	1.5391
3953	ENSG00000172270	BSG	649.964	1.5386
3954	ENSG00000169220	RGS14	25.666	1.5386
3955	ENSG00000096433	ITPR3	12.198	1.5386
3956	ENSG00000090674	MCOLN1	30.896	1.5385
3957	ENSG00000096872	IFT74	24.228	1.5384
3958	ENSG00000124613	ZNF391	6.943	1.5384
3959	ENSG00000100580	TMED8	31.592	1.5383
3960	ENSG00000110076	NRXN2	2.164	1.5383
3961	ENSG00000138411	HECW2	2.932	1.5383
3962	ENSG00000154721	JAM2	2.572	1.5382
3963	ENSG00000180089	TMEM86B	1.952	1.538
3964	ENSG00000163728	TTC14	32.179	1.5376
3965	ENSG00000181790	ADGRB1	2.605	1.5373
3966	ENSG00000197363	ZNF517	3.325	1.5372
3967	ENSG00000147202	DIAPH2	20.278	1.5372
3968	ENSG00000140968	IRF8	3.205	1.5365
3969	ENSG00000119946	CNNM1	8.416	1.5363
3970	ENSG00000196628	TCF4	49.34	1.5362
3971	ENSG00000097033	SH3GLB1	77.656	1.5358
3972	ENSG00000090539	CHRD	2.09	1.5355
3973	ENSG00000138398	PPIG	212.707	1.5351
3974	ENSG00000269343	ZNF587B	10.138	1.5348
3975	ENSG00000185437	SH3BGR	11.193	1.5347
3976	ENSG00000173227	SYT12	2.002	1.5344
3977	ENSG00000189079	ARID2	26.595	1.5344
3978	ENSG00000162434	JAK1	64.697	1.5344
3979	ENSG00000139880	CDH24	4.64	1.5338
3980	ENSG00000283515		1.948	1.5336
3981	ENSG00000175595	ERCC4	32.752	1.5332
3982	ENSG00000090447	TFAP4	28.281	1.5331
3983	ENSG00000070669	ASNS	137.005	1.5331
3984	ENSG00000174032	SLC25A30	15.032	1.533
3985	ENSG00000144357	UBR3	16.368	1.533
3986	ENSG00000181915	ADO	32.238	1.5329
3987	ENSG00000168564	CDKN2AIP	13.066	1.5328
3988	ENSG00000112137	PHACTR1	2.894	1.5324
3989	ENSG00000167468	GPX4	1279.358	1.5322
3990	ENSG00000172020	GAP43	7.961	1.532
3991	ENSG00000102230	PCYT1B	2.388	1.5318
3992	ENSG00000133138	TBC1D8B	5.711	1.5318
3993	ENSG00000170915	PAQR8	7.23	1.5316
3994	ENSG00000178177	LCORL	21.035	1.5316
3995	ENSG00000141965	FEM1A	66.387	1.5315
3996	ENSG00000185246	PRPF39	31.388	1.5313
3997	ENSG00000164542	MATCAP2	15.597	1.5313
3998	ENSG00000164403	SHROOM1	13.376	1.531
3999	ENSG00000166747	AP1G1	48.255	1.5306
4000	ENSG00000175175	PPM1E	9.367	1.5306
4001	ENSG00000153976	HS3ST3A1	33.22	1.53
4002	ENSG00000186998	EMID1	5.433	1.53
4003	ENSG00000115363	EVA1A	1.769	1.529
4004	ENSG00000185513	L3MBTL1	11.525	1.5289
4005	ENSG00000047634	SCML1	94.879	1.5288
4006	ENSG00000182749	PAQR7	6.653	1.5285
4007	ENSG00000288710		1.69	1.5284
4008	ENSG00000198892	SHISA4	1.814	1.5276
4009	ENSG00000109670	FBXW7	25.31	1.5276
4010	ENSG00000058799	YIPF1	18.519	1.5274
4011	ENSG00000196357	ZNF565	2.188	1.5273
4012	ENSG00000186469	GNG2	2.141	1.5271
4013	ENSG00000165434	PGM2L1	10.557	1.5268
4014	ENSG00000159176	CSRP1	1.798	1.5268
4015	ENSG00000110944	IL23A	1.72	1.5264
4016	ENSG00000107779	BMPR1A	16.366	1.5262
4017	ENSG00000082497	SERTAD4	14.124	1.526
4018	ENSG00000179476	C14orf28	4.303	1.5253
4019	ENSG00000154429	CCSAP	30.216	1.5251
4020	ENSG00000124151	NCOA3	12.469	1.5248
4021	ENSG00000086848	ALG9	20.794	1.5247
4022	ENSG00000249853	HS3ST5	1.915	1.5242
4023	ENSG00000147654	EBAG9	26.183	1.5241
4024	ENSG00000138614	INTS14	86.723	1.524
4025	ENSG00000147592	LACTB2	37.394	1.5239
4026	ENSG00000164620	RELL2	16.405	1.5237
4027	ENSG00000090889	KIF4A	85.217	1.5235
4028	ENSG00000139343	SNRPF	735.276	1.5235
4029	ENSG00000177984	LCN15	1.761	1.5234
4030	ENSG00000155621	C9orf85	26.644	1.5234
4031	ENSG00000134996	OSTF1	24.816	1.5233
4032	ENSG00000164659	ELAPOR2	11.223	1.5233
4033	ENSG00000085063	CD59	78.489	1.5232
4034	ENSG00000113597	TRAPPC13	21.51	1.5232
4035	ENSG00000158411	MITD1	39.318	1.523
4036	ENSG00000108370	RGS9	19.976	1.5227
4037	ENSG00000138642	HERC6	4.685	1.5226
4038	ENSG00000113916	BCL6	3.435	1.5226
4039	ENSG00000197472	ZNF695	13.096	1.5226
4040	ENSG00000131732	ZCCHC9	45.076	1.5224
4041	ENSG00000232040	SCAND3	3.823	1.522
4042	ENSG00000167371	PRRT2	3.451	1.522
4043	ENSG00000178919	FOXE1	2.212	1.5219
4044	ENSG00000071626	DAZAP1	267.195	1.5219
4045	ENSG00000104881	PPP1R13L	13.496	1.5218
4046	ENSG00000133710	SPINK5	2.077	1.5217
4047	ENSG00000160284	SPATC1L	45.426	1.5214
4048	ENSG00000133740	E2F5	32.024	1.5213
4049	ENSG00000176454	LPCAT4	14.985	1.5209
4050	ENSG00000113448	PDE4D	5.406	1.5207
4051	ENSG00000168890	TMEM150A	11.593	1.5204
4052	ENSG00000257767		1.669	1.52
4053	ENSG00000162607	USP1	216.22	1.5197
4054	ENSG00000005189	REXO5	14.46	1.5193
4055	ENSG00000065413	ANKRD44	4.265	1.5189
4056	ENSG00000166046	TCP11L2	2.495	1.5189
4057	ENSG00000138640	FAM13A	27.235	1.5189
4058	ENSG00000170122	FOXD4	2.316	1.5188
4059	ENSG00000165804	ZNF219	19.322	1.5184
4060	ENSG00000150672	DLG2	2.173	1.5184
4061	ENSG00000148053	NTRK2	2.039	1.5182
4062	ENSG00000182986	ZNF320	8.343	1.5176
4063	ENSG00000206077	ZDHHC11B	4.281	1.5176
4064	ENSG00000187091	PLCD1	4.945	1.5174
4065	ENSG00000131400	NAPSA	1.935	1.5171
4066	ENSG00000236609	ZNF853	10.239	1.5169
4067	ENSG00000165959	CLMN	10.62	1.5169
4068	ENSG00000106526	ACTR3C	1.748	1.5168
4069	ENSG00000055917	PUM2	35.096	1.5164
4070	ENSG00000123384	LRP1	7.835	1.5161
4071	ENSG00000130313	PGLS	158.715	1.516
4072	ENSG00000100031	GGT1	2.168	1.5159
4073	ENSG00000080546	SESN1	15.444	1.5153
4074	ENSG00000198843	SELENOT	73.222	1.5148
4075	ENSG00000011485	PPP5C	165.238	1.5147
4076	ENSG00000107201	RIGI	2.196	1.5142
4077	ENSG00000115750	TAF1B	34.668	1.5141
4078	ENSG00000235272	RAMACL	3.805	1.5141
4079	ENSG00000178966	RMI1	9.614	1.514
4080	ENSG00000248483	POU5F2	1.591	1.5138
4081	ENSG00000107018	RLN1	1.669	1.5133
4082	ENSG00000196268	ZNF493	5.782	1.513
4083	ENSG00000274808	TBC1D3B	1.698	1.5129
4084	ENSG00000186496	ZNF396	2.451	1.5129
4085	ENSG00000154928	EPHB1	2.091	1.5127
4086	ENSG00000142920	AZIN2	8.074	1.5127
4087	ENSG00000197713	RPE	48.498	1.5126
4088	ENSG00000172932	ANKRD13D	35.396	1.5123
4089	ENSG00000173157	ADAMTS20	2.095	1.5122
4090	ENSG00000138449	SLC40A1	3.036	1.5121
4091	ENSG00000124789	NUP153	53.128	1.512
4092	ENSG00000007516	BAIAP3	2.471	1.5119
4093	ENSG00000035664	DAPK2	2.037	1.5117
4094	ENSG00000111674	ENO2	16.944	1.5115
4095	ENSG00000075651	PLD1	4.505	1.5111
4096	ENSG00000075292	ZNF638	88.094	1.5109
4097	ENSG00000230707	HAPSTR2	2.037	1.5107
4098	ENSG00000124767	GLO1	403.728	1.5105
4099	ENSG00000112964	GHR	3.242	1.5102
4100	ENSG00000053254	FOXN3	43.582	1.5098
4101	ENSG00000109654	TRIM2	27.746	1.5095
4102	ENSG00000163251	FZD5	9.614	1.5094
4103	ENSG00000115380	EFEMP1	3.574	1.5094
4104	ENSG00000198440	ZNF583	5.342	1.5093
4105	ENSG00000102710	SUPT20H	50.322	1.5091
4106	ENSG00000285815	GET1-SH3BGR	1.597	1.5084
4107	ENSG00000101546	RBFA	48.529	1.5079
4108	ENSG00000028277	POU2F2	3.379	1.5077
4109	ENSG00000184828	ZBTB7C	2.651	1.5076
4110	ENSG00000168904	LRRC28	25.303	1.5072
4111	ENSG00000081665	ZNF506	2.584	1.5072
4112	ENSG00000168394	TAP1	13.646	1.507
4113	ENSG00000125611	CHCHD5	77.599	1.5068
4114	ENSG00000144331	ZNF385B	4.865	1.5067
4115	ENSG00000142686	C1orf216	7.904	1.5065
4116	ENSG00000177706	FAM20C	6.596	1.5064
4117	ENSG00000142197	DOP1B	7.73	1.5064
4118	ENSG00000146966	DENND2A	3.565	1.5056
4119	ENSG00000125458	NT5C	224.965	1.5053
4120	ENSG00000165617	DACT1	5.573	1.5052
4121	ENSG00000128829	EIF2AK4	76.148	1.5049
4122	ENSG00000146072	TNFRSF21	7.565	1.5048
4123	ENSG00000254726	MEX3A	33.805	1.5046
4124	ENSG00000213762	ZNF134	12.136	1.504
4125	ENSG00000185614	INKA1	1.632	1.504
4126	ENSG00000138036	DYNC2LI1	24.723	1.5039
4127	ENSG00000109756	RAPGEF2	16.479	1.5039
4128	ENSG00000152495	CAMK4	12.275	1.5036
4129	ENSG00000180776	ZDHHC20	26.97	1.5033
4130	ENSG00000134248	LAMTOR5	310.691	1.5032
4131	ENSG00000182117	NOP10	288.422	1.5028
4132	ENSG00000162408	NOL9	56.632	1.5025
4133	ENSG00000140740	UQCRC2	234.11	1.5021
4134	ENSG00000009954	BAZ1B	246.414	1.5021
4135	ENSG00000090097	PCBP4	13.758	1.502
4136	ENSG00000168301	KCTD6	18.302	1.5017
4137	ENSG00000060982	BCAT1	59.912	1.5016
4138	ENSG00000167103	PIP5KL1	2.149	1.5016
4139	ENSG00000225828	FAM229A	10.273	1.5014
4140	ENSG00000137601	NEK1	27.91	1.5011
4141	ENSG00000176473	WDR25	14.291	1.501
4142	ENSG00000138764	CCNG2	12.928	1.5009
4143	ENSG00000109805	NCAPG	77.662	1.5008
4144	ENSG00000036257	CUL3	70.449	1.5006
4145	ENSG00000119138	KLF9	21.407	1.5006
4146	ENSG00000164050	PLXNB1	4.149	1.5002
4147	ENSG00000100359	SGSM3	82.485	1.5002
4148	ENSG00000164438	TLX3	1.819	1.5002
4149	ENSG00000092208	GEMIN2	47.91	1.5001
4150	ENSG00000182325	FBXL6	21.989	1.4999
4151	ENSG00000137714	FDX1	64.622	1.4998
4152	ENSG00000124207	CSE1L	266.379	1.4995
4153	ENSG00000069869	NEDD4	7.126	1.4994
4154	ENSG00000100744	GSKIP	19.95	1.4992
4155	ENSG00000123836	PFKFB2	9.123	1.4987
4156	ENSG00000131061	ZNF341	6.471	1.4986
4157	ENSG00000158050	DUSP2	4.277	1.4983
4158	ENSG00000118482	PHF3	62.171	1.4981
4159	ENSG00000241399	CD302	14.136	1.498
4160	ENSG00000196453	ZNF777	30.164	1.4979
4161	ENSG00000131759	RARA	18.14	1.4964
4162	ENSG00000158161	EYA3	39.095	1.4962
4163	ENSG00000174405	LIG4	4.375	1.4961
4164	ENSG00000206527	HACD2	24.745	1.4956
4165	ENSG00000197312	DDI2	41.175	1.4954
4166	ENSG00000196152	ZNF79	7.04	1.4953
4167	ENSG00000077232	DNAJC10	43.603	1.495
4168	ENSG00000075407	ZNF37A	32.253	1.4948
4169	ENSG00000240065	PSMB9	1.644	1.4947
4170	ENSG00000145494	NDUFS6	681.344	1.4944
4171	ENSG00000178096	BOLA1	51.782	1.4942
4172	ENSG00000151445	VIPAS39	11.66	1.4942
4173	ENSG00000123091	RNF11	40.577	1.4941
4174	ENSG00000161267	BDH1	5.39	1.4938
4175	ENSG00000288602	C8orf44-SGK3	1.667	1.4937
4176	ENSG00000162885	B3GALNT2	48.011	1.4936
4177	ENSG00000032742	IFT88	7.107	1.4936
4178	ENSG00000128590	DNAJB9	11.531	1.4935
4179	ENSG00000172167	MTBP	10.988	1.4933
4180	ENSG00000198646	NCOA6	44.178	1.4933
4181	ENSG00000100591	AHSA1	485.459	1.493
4182	ENSG00000122958	VPS26A	66.196	1.4929
4183	ENSG00000175727	MLXIP	88.489	1.4927
4184	ENSG00000241404	EGFL8	15.504	1.4927
4185	ENSG00000185022	MAFF	5.942	1.4926
4186	ENSG00000170365	SMAD1	24.566	1.4925
4187	ENSG00000163947	ARHGEF3	8.423	1.4922
4188	ENSG00000155792	DEPTOR	3.638	1.492
4189	ENSG00000163840	DTX3L	2.865	1.492
4190	ENSG00000181408	UTS2R	5.631	1.4919
4191	ENSG00000068912	ERLEC1	83.68	1.4916
4192	ENSG00000149328	GLB1L2	19.837	1.4914
4193	ENSG00000163017	ACTG2	1.659	1.4913
4194	ENSG00000241106	HLA-DOB	2.138	1.4911
4195	ENSG00000105325	FZR1	37.311	1.4911
4196	ENSG00000196586	MYO6	47.124	1.4908
4197	ENSG00000179841	AKAP5	5.985	1.4904
4198	ENSG00000012171	SEMA3B	2.144	1.49
4199	ENSG00000196376	SLC35F1	16.254	1.4898
4200	ENSG00000172878	METAP1D	11.145	1.4897
4201	ENSG00000172936	MYD88	3.226	1.4897
4202	ENSG00000130669	PAK4	49.584	1.4895
4203	ENSG00000137496	IL18BP	3.115	1.4895
4204	ENSG00000131653	TRAF7	61.289	1.4894
4205	ENSG00000179104	TMTC2	3.436	1.4892
4206	ENSG00000134548	SPX	3.362	1.489
4207	ENSG00000265817	FSBP	3.114	1.489
4208	ENSG00000112339	HBS1L	119.562	1.489
4209	ENSG00000166750	SLFN5	2.372	1.4888
4210	ENSG00000113966	ARL6	10.287	1.4885
4211	ENSG00000164603	BMT2	5.842	1.4885
4212	ENSG00000116885	OSCP1	11.208	1.4884
4213	ENSG00000168743	NPNT	1.872	1.4884
4214	ENSG00000132819	RBM38	62.465	1.4882
4215	ENSG00000078687	TNRC6C	28.139	1.4876
4216	ENSG00000175536	LIPT2	18.214	1.4875
4217	ENSG00000162337	LRP5	18.856	1.4874
4218	ENSG00000165983	PTER	13.362	1.487
4219	ENSG00000144369	FAM171B	7.486	1.4866
4220	ENSG00000168781	PPIP5K1	8.467	1.4864
4221	ENSG00000074054	CLASP1	31.264	1.4864
4222	ENSG00000095015	MAP3K1	8.211	1.4863
4223	ENSG00000134313	KIDINS220	49.705	1.4862
4224	ENSG00000131409	LRRC4B	3.184	1.4856
4225	ENSG00000162882	HAAO	1.752	1.4853
4226	ENSG00000104892	KLC3	17.234	1.4841
4227	ENSG00000161835	TAMALIN	3.789	1.4841
4228	ENSG00000167377	ZNF23	8.507	1.4839
4229	ENSG00000182324	KCNJ14	2.411	1.4838
4230	ENSG00000130513	GDF15	1.622	1.4838
4231	ENSG00000135362	PRR5L	2.267	1.4835
4232	ENSG00000140374	ETFA	244.364	1.4835
4233	ENSG00000116120	FARSB	54.83	1.4832
4234	ENSG00000141086	CTRL	1.643	1.4831
4235	ENSG00000168300	PCMTD1	10.816	1.4831
4236	ENSG00000290183		1.487	1.4825
4237	ENSG00000078142	PIK3C3	20.364	1.4825
4238	ENSG00000196368	NUDT11	30.151	1.4825
4239	ENSG00000110841	PPFIBP1	25.386	1.482
4240	ENSG00000132485	ZRANB2	218.114	1.4819
4241	ENSG00000120925	RNF170	14.301	1.4818
4242	ENSG00000197971	MBP	3.102	1.4817
4243	ENSG00000149292	TTC12	17.282	1.4815
4244	ENSG00000069424	KCNAB2	7.561	1.4813
4245	ENSG00000055147	FAM114A2	31.757	1.4813
4246	ENSG00000168077	SCARA3	4.843	1.481
4247	ENSG00000179855	GIPC3	4.629	1.4808
4248	ENSG00000158023	CFAP251	1.898	1.4807
4249	ENSG00000124920	MYRF	2.2	1.4806
4250	ENSG00000136870	ZNF189	11.264	1.4806
4251	ENSG00000166387	PPFIBP2	3.275	1.4803
4252	ENSG00000266714	MYO15B	1.678	1.4801
4253	ENSG00000130775	THEMIS2	5.709	1.4798
4254	ENSG00000167642	SPINT2	64.636	1.4797
4255	ENSG00000265763	ZNF488	2.84	1.4795
4256	ENSG00000135439	AGAP2	3.202	1.4795
4257	ENSG00000104361	NIPAL2	2.637	1.4793
4258	ENSG00000150893	FREM2	4.158	1.4787
4259	ENSG00000143970	ASXL2	41.201	1.4786
4260	ENSG00000004777	ARHGAP33	4.295	1.4784
4261	ENSG00000169641	LUZP1	41.715	1.4778
4262	ENSG00000173825	TIGD3	2.383	1.4778
4263	ENSG00000198018	ENTPD7	12.093	1.4778
4264	ENSG00000213023	SYT3	5.951	1.4776
4265	ENSG00000171970	ZNF57	8.918	1.4776
4266	ENSG00000138136	LBX1	1.776	1.4774
4267	ENSG00000104722	NEFM	125.473	1.477
4268	ENSG00000185716	MOSMO	13.333	1.477
4269	ENSG00000198839	ZNF277	21.244	1.4768
4270	ENSG00000107819	SFXN3	9.013	1.4768
4271	ENSG00000107859	PITX3	1.794	1.4767
4272	ENSG00000188215	DCUN1D3	4.539	1.4767
4273	ENSG00000154529	CNTNAP3B	3.482	1.4766
4274	ENSG00000006611	USH1C	4.128	1.4762
4275	ENSG00000084628	NKAIN1	5.073	1.4761
4276	ENSG00000172466	ZNF24	133.935	1.476
4277	ENSG00000186806	VSIG10L	2.247	1.476
4278	ENSG00000173559	NABP1	11.035	1.4759
4279	ENSG00000111554	MDM1	11.512	1.4757
4280	ENSG00000175104	TRAF6	8.899	1.4755
4281	ENSG00000240038	AMY2B	2.248	1.4753
4282	ENSG00000147394	ZNF185	3.48	1.4752
4283	ENSG00000174332	GLIS1	1.644	1.4751
4284	ENSG00000116396	KCNC4	19.798	1.4748
4285	ENSG00000149639	MTCL2	7.975	1.4748
4286	ENSG00000130558	OLFM1	1.781	1.4746
4287	ENSG00000214944	ARHGEF28	2.725	1.4746
4288	ENSG00000164296	TIGD6	8.076	1.4745
4289	ENSG00000127074	RGS13	1.509	1.4739
4290	ENSG00000251287	ALG1L2	1.697	1.4738
4291	ENSG00000117632	STMN1	389.901	1.4734
4292	ENSG00000131435	PDLIM4	10.886	1.4732
4293	ENSG00000150630	VEGFC	3.348	1.473
4294	ENSG00000107968	MAP3K8	4.009	1.4726
4295	ENSG00000176244	ACBD7	9.012	1.4726
4296	ENSG00000166831	RBPMS2	14.193	1.4726
4297	ENSG00000165152	PGAP4	29.898	1.472
4298	ENSG00000188996	HUS1B	1.867	1.472
4299	ENSG00000130702	LAMA5	20.723	1.472
4300	ENSG00000088756	ARHGAP28	2.49	1.4719
4301	ENSG00000278637	H4C1	1.648	1.4719
4302	ENSG00000152454	ZNF256	2.236	1.4719
4303	ENSG00000189410	SH2D5	8.16	1.4716
4304	ENSG00000005810	MYCBP2	197.258	1.4715
4305	ENSG00000254553		1.928	1.4714
4306	ENSG00000180592	SKIDA1	5.115	1.4713
4307	ENSG00000177311	ZBTB38	18.903	1.4712
4308	ENSG00000170684	ZNF296	10.547	1.471
4309	ENSG00000170222	ADPRM	6.918	1.471
4310	ENSG00000171148	TADA3	75.545	1.4708
4311	ENSG00000214336	FOXI3	2.528	1.4708
4312	ENSG00000145358	DDIT4L	2.373	1.4707
4313	ENSG00000214193	SH3D21	3.182	1.4707
4314	ENSG00000054523	KIF1B	59.016	1.4702
4315	ENSG00000147874	HAUS6	54.232	1.47
4316	ENSG00000205978	NYNRIN	7.041	1.4696
4317	ENSG00000196597	ZNF782	4.558	1.4696
4318	ENSG00000088280	ASAP3	6.546	1.4695
4319	ENSG00000122707	RECK	7.177	1.4693
4320	ENSG00000170370	EMX2	7.765	1.469
4321	ENSG00000180263	FGD6	3.805	1.4689
4322	ENSG00000110172	CHORDC1	130.992	1.4688
4323	ENSG00000269743	SLC25A53	14.177	1.4687
4324	ENSG00000197483	ZNF628	12.991	1.4686
4325	ENSG00000159674	SPON2	1.637	1.4686
4326	ENSG00000164741	DLC1	25.096	1.4684
4327	ENSG00000175764	TTLL11	13.187	1.4683
4328	ENSG00000187699	C2orf88	2.395	1.4683
4329	ENSG00000054392	HHAT	2.605	1.4681
4330	ENSG00000145545	SRD5A1	12.511	1.468
4331	ENSG00000171962	DRC3	2.088	1.468
4332	ENSG00000103742	IGDCC4	2.701	1.4676
4333	ENSG00000080371	RAB21	49.657	1.4674
4334	ENSG00000114529	C3orf52	11.646	1.4673
4335	ENSG00000168758	SEMA4C	10.59	1.4671
4336	ENSG00000164961	WASHC5	42.923	1.467
4337	ENSG00000064195	DLX3	1.86	1.4667
4338	ENSG00000175348	TMEM9B	21.067	1.4667
4339	ENSG00000180425	C11orf71	10.04	1.4661
4340	ENSG00000217128	FNIP1	18.757	1.4658
4341	ENSG00000162852	CNST	11.119	1.4657
4342	ENSG00000113732	ATP6V0E1	131.317	1.4656
4343	ENSG00000101311	FERMT1	3.941	1.4655
4344	ENSG00000139505	MTMR6	13.205	1.4654
4345	ENSG00000111058	ACSS3	2.419	1.4652
4346	ENSG00000170162	VGLL2	2.37	1.4651
4347	ENSG00000182010	RTKN2	20.162	1.4649
4348	ENSG00000142102	PGGHG	12.947	1.4647
4349	ENSG00000143554	SLC27A3	14.067	1.4646
4350	ENSG00000143418	CERS2	110.266	1.4646
4351	ENSG00000173542	MOB1B	11.813	1.4645
4352	ENSG00000165272	AQP3	2.592	1.4644
4353	ENSG00000047315	POLR2B	97.997	1.4643
4354	ENSG00000198959	TGM2	2.305	1.4642
4355	ENSG00000163661	PTX3	1.867	1.4634
4356	ENSG00000119782	FKBP1B	38.533	1.4634
4357	ENSG00000110756	HPS5	20.416	1.4633
4358	ENSG00000161940	BCL6B	8.96	1.4633
4359	ENSG00000167549	CORO6	7.524	1.4633
4360	ENSG00000180044	C3orf80	5.567	1.4631
4361	ENSG00000143067	ZNF697	5.424	1.4629
4362	ENSG00000165895	ARHGAP42	5.582	1.4626
4363	ENSG00000222011	FAM185A	11.665	1.4625
4364	ENSG00000102755	FLT1	6.634	1.4622
4365	ENSG00000170681	CAVIN4	5.243	1.462
4366	ENSG00000242852	ZNF709	2.684	1.4618
4367	ENSG00000178338	ZNF354B	14.609	1.4618
4368	ENSG00000119820	YIPF4	62.801	1.4617
4369	ENSG00000205302	SNX2	113.465	1.4617
4370	ENSG00000107863	ARHGAP21	42.335	1.4614
4371	ENSG00000198836	OPA1	31.307	1.4613
4372	ENSG00000182919	C11orf54	13.497	1.4613
4373	ENSG00000266302		1.663	1.4613
4374	ENSG00000244274	DBNDD2	68.927	1.4608
4375	ENSG00000129595	EPB41L4A	3.892	1.4607
4376	ENSG00000163362	INAVA	5.154	1.4607
4377	ENSG00000171617	ENC1	4.201	1.4604
4378	ENSG00000138735	PDE5A	5.757	1.4603
4379	ENSG00000070404	FSTL3	10.301	1.4601
4380	ENSG00000162927	PUS10	6.533	1.4598
4381	ENSG00000255663		1.431	1.4598
4382	ENSG00000167604	NFKBID	7.675	1.4597
4383	ENSG00000173013	CFAP184	2.374	1.4593
4384	ENSG00000171798	KNDC1	4.309	1.4592
