rank	gene_id	symbol	mean_expr	var_log2expr
1154	ENSG00000229809	ZNF688	25.248	2.4403
1155	ENSG00000179941	BBS10	7.588	2.44
1156	ENSG00000088179	PTPN4	14.936	2.4379
1157	ENSG00000058404	CAMK2B	8.501	2.4374
1158	ENSG00000102580	DNAJC3	37.203	2.4369
1159	ENSG00000183401	CCDC159	5.034	2.4366
1160	ENSG00000255423	EBLN2	3.229	2.4357
1161	ENSG00000100968	NFATC4	16.244	2.4336
1162	ENSG00000151743	AMN1	7.206	2.4333
1163	ENSG00000132109	TRIM21	5.953	2.4331
1164	ENSG00000089818	NECAP1	28.053	2.4327
1165	ENSG00000173145	NOC3L	73.561	2.4319
1166	ENSG00000256061	DNAAF4	4.912	2.4315
1167	ENSG00000204314	PRRT1	5.552	2.4305
1168	ENSG00000143032	BARHL2	7.999	2.4303
1169	ENSG00000137941	TTLL7	20.821	2.4294
1170	ENSG00000152382	TADA1	26.739	2.4294
1171	ENSG00000138134	STAMBPL1	9.678	2.4282
1172	ENSG00000151470	C4orf33	10.536	2.4266
1173	ENSG00000176845	METRNL	24.806	2.4263
1174	ENSG00000171159	BBLN	120.115	2.4257
1175	ENSG00000124766	SOX4	229.271	2.4252
1176	ENSG00000285816		5.246	2.424
1177	ENSG00000147050	KDM6A	21.716	2.4236
1178	ENSG00000211456	SACM1L	37.217	2.4235
1179	ENSG00000205078	SYCE1L	3.725	2.4232
1180	ENSG00000145715	RASA1	10.563	2.4223
1181	ENSG00000187140	FOXD3	9.806	2.4218
1182	ENSG00000105784	RUNDC3B	8.079	2.4218
1183	ENSG00000129514	FOXA1	6.439	2.4216
1184	ENSG00000260537		2.922	2.4202
1185	ENSG00000165632	TAF3	69.095	2.4199
1186	ENSG00000164338	UTP15	30.819	2.4198
1187	ENSG00000211450	SELENOH	522.68	2.4173
1188	ENSG00000168172	HOOK3	49.074	2.4162
1189	ENSG00000160408	ST6GALNAC6	33.69	2.4158
1190	ENSG00000145832	SLC25A48	8.33	2.4157
1191	ENSG00000137434	C6orf52	3.651	2.4147
1192	ENSG00000135838	NPL	10.033	2.4142
1193	ENSG00000118689	FOXO3	78.977	2.4141
1194	ENSG00000155380	SLC16A1	222.435	2.4116
1195	ENSG00000196154	S100A4	4.008	2.4115
1196	ENSG00000224712	NPIPA3	3.175	2.4105
1197	ENSG00000115239	ASB3	30.982	2.4105
1198	ENSG00000188321	ZNF559	9.444	2.4095
1199	ENSG00000239704	CDRT4	8.262	2.4094
1200	ENSG00000131899	LLGL1	25.086	2.4082
1201	ENSG00000285130		5.749	2.4062
1202	ENSG00000112282	MED23	17.882	2.4047
1203	ENSG00000083828	ZNF586	5.355	2.4027
1204	ENSG00000101210	EEF1A2	96.594	2.4009
1205	ENSG00000104852	SNRNP70	542.328	2.4003
1206	ENSG00000187189	TSPYL4	16.96	2.3999
1207	ENSG00000112343	TRIM38	8.48	2.3988
1208	ENSG00000113595	TRIM23	11.516	2.397
1209	ENSG00000158806	NPM2	3.13	2.3969
1210	ENSG00000171680	PLEKHG5	5.394	2.3967
1211	ENSG00000091262	ABCC6	11.426	2.3967
1212	ENSG00000152104	PTPN14	44.47	2.3967
1213	ENSG00000185236	RAB11B	65.971	2.3963
1214	ENSG00000242574	HLA-DMB	6.043	2.3958
1215	ENSG00000120594	PLXDC2	10.16	2.395
1216	ENSG00000226479	TMEM185B	18.731	2.3948
1217	ENSG00000116151	MORN1	14.491	2.3946
1218	ENSG00000145780	FEM1C	5.674	2.394
1219	ENSG00000102763	VWA8	11.881	2.3935
1220	ENSG00000119669	IRF2BPL	16.047	2.3933
1221	ENSG00000148832	PAOX	3.958	2.3924
1222	ENSG00000132329	RAMP1	40.497	2.3923
1223	ENSG00000198088	NUP62CL	21.54	2.3922
1224	ENSG00000239282	CASTOR1	5.965	2.3912
1225	ENSG00000124171	PARD6B	11.623	2.3906
1226	ENSG00000173041	ZNF680	5.291	2.3906
1227	ENSG00000113196	HAND1	33.449	2.39
1228	ENSG00000068831	RASGRP2	5.295	2.3899
1229	ENSG00000077063	CTTNBP2	6.107	2.3898
1230	ENSG00000119844	AFTPH	21.268	2.3897
1231	ENSG00000145241	CENPC	25.601	2.3896
1232	ENSG00000188659	SAXO2	4.735	2.389
1233	ENSG00000205423	CNEP1R1	8.428	2.3883
1234	ENSG00000176853	FAM91A1	26.041	2.3876
1235	ENSG00000101974	ATP11C	41.605	2.3871
1236	ENSG00000148450	MSRB2	38.944	2.3863
1237	ENSG00000100883	SRP54	52.292	2.386
1238	ENSG00000177613	CSTF2T	27.903	2.3859
1239	ENSG00000119917	IFIT3	3.285	2.3854
1240	ENSG00000137825	ITPKA	8.547	2.3851
1241	ENSG00000051382	PIK3CB	11.569	2.3846
1242	ENSG00000166479	TMX3	14.839	2.3842
1243	ENSG00000197417	SHPK	27.883	2.3828
1244	ENSG00000075420	FNDC3B	16.456	2.3822
1245	ENSG00000157625	TAB3	10.789	2.3821
1246	ENSG00000127720	METTL25	8.743	2.382
1247	ENSG00000104983	CCDC61	7.416	2.3819
1248	ENSG00000174628	IQCK	6.476	2.3808
1249	ENSG00000154265	ABCA5	13.834	2.3794
1250	ENSG00000087502	ERGIC2	67.769	2.3783
1251	ENSG00000164463	CREBRF	9.247	2.378
1252	ENSG00000176049	JAKMIP2	4.333	2.3771
1253	ENSG00000116981	NT5C1A	4.974	2.3768
1254	ENSG00000160469	BRSK1	8.481	2.3759
1255	ENSG00000149591	TAGLN	4.047	2.3749
1256	ENSG00000141933	TPGS1	30.214	2.3743
1257	ENSG00000283782		3.641	2.3735
1258	ENSG00000070269	TMEM260	10.422	2.3727
1259	ENSG00000155744	HYCC2	20.716	2.3726
1260	ENSG00000111596	CNOT2	63.093	2.3725
1261	ENSG00000204370	SDHD	97.694	2.3715
1262	ENSG00000176978	DPP7	10.425	2.371
1263	ENSG00000196323	ZBTB44	43.697	2.3698
1264	ENSG00000233276	GPX1	343.782	2.3684
1265	ENSG00000117707	PROX1	5.526	2.3683
1266	ENSG00000176170	SPHK1	16.887	2.3675
1267	ENSG00000146856	AGBL3	8.213	2.3674
1268	ENSG00000172650	AGAP5	15.831	2.3667
1269	ENSG00000244405	ETV5	3.88	2.3666
1270	ENSG00000167861	HID1	13.086	2.3661
1271	ENSG00000111696	NT5DC3	23.538	2.366
1272	ENSG00000120699	EXOSC8	124.186	2.3657
1273	ENSG00000164211	STARD4	11.779	2.3653
1274	ENSG00000183530	PRR14L	67.963	2.3618
1275	ENSG00000176597	B3GNT5	6.476	2.3607
1276	ENSG00000103260	METRN	42.996	2.3605
1277	ENSG00000162385	MAGOH	189.665	2.3601
1278	ENSG00000163714	U2SURP	442.447	2.3599
1279	ENSG00000114346	ECT2	46.869	2.3597
1280	ENSG00000133937	GSC	8.881	2.3593
1281	ENSG00000143450	OAZ3	4.405	2.358
1282	ENSG00000110318	CEP126	7.989	2.3578
1283	ENSG00000162004	CCDC78	3.508	2.3577
1284	ENSG00000169432	SCN9A	6.281	2.3563
1285	ENSG00000109184	DCUN1D4	26.193	2.3561
1286	ENSG00000146587	RBAK	12.161	2.3553
1287	ENSG00000115457	IGFBP2	141.105	2.3551
1288	ENSG00000181061	HIGD1A	207.945	2.3551
1289	ENSG00000171097	KYAT1	13.457	2.3549
1290	ENSG00000160050	CCDC28B	98.18	2.3538
1291	ENSG00000170381	SEMA3E	4.427	2.3534
1292	ENSG00000182670	TTC3	211.552	2.3531
1293	ENSG00000170385	SLC30A1	6.202	2.3529
1294	ENSG00000181619	GPR135	3.478	2.3518
1295	ENSG00000188315	C3orf62	11.431	2.3516
1296	ENSG00000151778	SERP2	8.913	2.3515
1297	ENSG00000152348	ATG10	17.362	2.3497
1298	ENSG00000131791	PRKAB2	22.53	2.348
1299	ENSG00000102753	KPNA3	47.895	2.347
1300	ENSG00000112419	PHACTR2	54.349	2.3463
1301	ENSG00000184857	TMEM186	22.093	2.3454
1302	ENSG00000166669	ATF7IP2	11.922	2.3448
1303	ENSG00000108239	TBC1D12	15.758	2.3444
1304	ENSG00000055609	KMT2C	137.308	2.3433
1305	ENSG00000139173	TMEM117	4.391	2.343
1306	ENSG00000162924	REL	25.55	2.3418
1307	ENSG00000154102	C16orf74	21.532	2.3412
1308	ENSG00000100528	CNIH1	155.351	2.3409
1309	ENSG00000184619	KRBA2	4.14	2.3399
1310	ENSG00000204977	TRIM13	17.961	2.3396
1311	ENSG00000196711	ALKAL1	22.461	2.3395
1312	ENSG00000167447	SMG8	20.29	2.3389
1313	ENSG00000269713	NBPF9	170.765	2.3382
1314	ENSG00000104883	PEX11G	4.355	2.3377
1315	ENSG00000182150	ERCC6L2	46.373	2.3376
1316	ENSG00000151338	MIPOL1	19.123	2.3373
1317	ENSG00000183049	CAMK1D	11.679	2.337
1318	ENSG00000125848	FLRT3	5.555	2.3368
1319	ENSG00000047188	YTHDC2	30.635	2.3366
1320	ENSG00000112379	ARFGEF3	14.65	2.3356
1321	ENSG00000157107	FCHO2	14.813	2.3356
1322	ENSG00000066557	LRRC40	24.674	2.3355
1323	ENSG00000213462	ERV3-1	6.759	2.3355
1324	ENSG00000123200	ZC3H13	173.328	2.335
1325	ENSG00000113593	PPWD1	32.953	2.3347
1326	ENSG00000133731	IMPA1	24.795	2.3336
1327	ENSG00000119986	AVPI1	20.902	2.3335
1328	ENSG00000042493	CAPG	8.248	2.3332
1329	ENSG00000168672	LRATD2	26.248	2.3326
1330	ENSG00000076641	PAG1	20.447	2.3326
1331	ENSG00000198689	SLC9A6	17.254	2.3311
1332	ENSG00000109929	SC5D	71.634	2.3291
1333	ENSG00000121410	A1BG	53.978	2.3288
1334	ENSG00000138185	ENTPD1	2.934	2.3284
1335	ENSG00000135314	KHDC1	3.218	2.3276
1336	ENSG00000082996	RNF13	29.121	2.3275
1337	ENSG00000205133	TRIQK	9.356	2.3273
1338	ENSG00000153707	PTPRD	7.864	2.3264
1339	ENSG00000144278	GALNT13	12.6	2.326
1340	ENSG00000053770	AP5M1	31.196	2.3257
1341	ENSG00000139734	DIAPH3	50.635	2.3256
1342	ENSG00000081138	CDH7	3.395	2.3254
1343	ENSG00000152749	GPR180	34.212	2.3252
1344	ENSG00000123609	NMI	3.378	2.325
1345	ENSG00000109906	ZBTB16	6.585	2.3246
1346	ENSG00000132205	EMILIN2	13.712	2.3239
1347	ENSG00000119446	RBM18	41.491	2.3237
1348	ENSG00000121350	PYROXD1	10.298	2.3236
1349	ENSG00000106069	CHN2	7.013	2.3216
1350	ENSG00000156876	SASS6	47.154	2.3213
1351	ENSG00000184381	PLA2G6	8.235	2.321
1352	ENSG00000158106	RHPN1	12.075	2.3207
1353	ENSG00000123636	BAZ2B	23.967	2.3205
1354	ENSG00000185519	FAM131C	4.329	2.3204
1355	ENSG00000167311	ART5	9.577	2.3197
1356	ENSG00000186409	CCDC30	7.003	2.3194
1357	ENSG00000134330	IAH1	59.834	2.3183
1358	ENSG00000254995	STX16-NPEPL1	2.686	2.3181
1359	ENSG00000274180	NATD1	11.988	2.3179
1360	ENSG00000175105	ZNF654	7.02	2.3176
1361	ENSG00000052795	FNIP2	25.369	2.3161
1362	ENSG00000154162	CDH12	3.989	2.3157
1363	ENSG00000196502	SULT1A1	9.46	2.3153
1364	ENSG00000134470	IL15RA	4.692	2.3153
1365	ENSG00000137968	SLC44A5	7.695	2.3145
1366	ENSG00000042286	AIFM2	6.466	2.3144
1367	ENSG00000155542	SETD9	12.819	2.3139
1368	ENSG00000142765	SYTL1	3.733	2.3138
1369	ENSG00000240344	PPIL3	30.334	2.3137
1370	ENSG00000164900	GBX1	4.325	2.3136
1371	ENSG00000102908	NFAT5	23.425	2.3135
1372	ENSG00000213658	LAT	3.557	2.3133
1373	ENSG00000176531	PHLDB3	19.03	2.3128
1374	ENSG00000006016	CRLF1	5.594	2.3127
1375	ENSG00000197841	ZNF181	10.156	2.3125
1376	ENSG00000163655	GMPS	114.656	2.3122
1377	ENSG00000271092	TLCD4-RWDD3	3.009	2.3118
1378	ENSG00000111224	PARP11	7.821	2.3106
1379	ENSG00000240184	PCDHGC3	7.391	2.31
1380	ENSG00000106261	ZKSCAN1	67.919	2.3096
1381	ENSG00000168993	CPLX1	15.71	2.3086
1382	ENSG00000110330	BIRC2	18.734	2.3082
1383	ENSG00000178078	STAP2	3.084	2.3079
1384	ENSG00000145703	IQGAP2	26.857	2.3074
1385	ENSG00000156875	MFSD14A	27.995	2.3072
1386	ENSG00000142733	MAP3K6	14.634	2.3072
1387	ENSG00000126458	RRAS	11.185	2.3063
1388	ENSG00000147027	TMEM47	8.101	2.3061
1389	ENSG00000118412	CASP8AP2	49.341	2.306
1390	ENSG00000256500		3.126	2.3059
1391	ENSG00000090238	YPEL3	27.995	2.3056
1392	ENSG00000175073	VCPIP1	10.907	2.3052
1393	ENSG00000100867	DHRS2	8.829	2.3051
1394	ENSG00000134970	TMED7	26.017	2.3022
1395	ENSG00000214309	MBLAC1	3.766	2.3018
1396	ENSG00000136636	KCTD3	48.493	2.3
1397	ENSG00000197429	IPP	8.337	2.2993
1398	ENSG00000196436	NPIPB15	5.55	2.2991
1399	ENSG00000185615	PDIA2	3.641	2.2991
1400	ENSG00000272325	NUDT3	76.17	2.2985
1401	ENSG00000182310	SPACA6	4.268	2.2974
1402	ENSG00000135437	RDH5	5.093	2.2973
1403	ENSG00000213949	ITGA1	5.88	2.2973
1404	ENSG00000142669	SH3BGRL3	116.097	2.2969
1405	ENSG00000214050	FBXO16	8.378	2.2968
1406	ENSG00000179886	TIGD5	36.845	2.2961
1407	ENSG00000103316	CRYM	4.007	2.2959
1408	ENSG00000109586	GALNT7	16.627	2.2957
1409	ENSG00000140006	WDR89	13.021	2.295
1410	ENSG00000099399	MAGEB2	4.516	2.295
1411	ENSG00000152193	OBI1	47.521	2.2936
1412	ENSG00000171119	NRTN	12.124	2.2934
1413	ENSG00000145088	EAF2	7.031	2.2928
1414	ENSG00000173867		3.029	2.2923
1415	ENSG00000168913	ENHO	29.619	2.2919
1416	ENSG00000137812	KNL1	28.03	2.2917
1417	ENSG00000121542	SEC22A	19.971	2.2912
1418	ENSG00000185442	FAM174B	4.243	2.2904
1419	ENSG00000104863	LIN7B	14.991	2.29
1420	ENSG00000126464	PRR12	9.747	2.2898
1421	ENSG00000127989	MTERF1	10.947	2.2896
1422	ENSG00000156469	MTERF3	21.754	2.2896
1423	ENSG00000228696	ARL17B	49.478	2.2882
1424	ENSG00000134716	CYP2J2	4.97	2.2866
1425	ENSG00000179240	GVQW3	8.738	2.2866
1426	ENSG00000261609	GAN	20.8	2.2864
1427	ENSG00000196126	HLA-DRB1	6.302	2.2858
1428	ENSG00000085365	SCAMP1	39.048	2.2842
1429	ENSG00000065054	NHERF2	122.432	2.2834
1430	ENSG00000165323	FAT3	8.469	2.2834
1431	ENSG00000175305	CCNE2	15.817	2.2832
1432	ENSG00000198554	WDHD1	25.945	2.2823
1433	ENSG00000146094	DOK3	7.605	2.2821
1434	ENSG00000123810	B9D2	8.309	2.2819
1435	ENSG00000259132		2.788	2.2817
1436	ENSG00000148541	FAM13C	7.91	2.2812
1437	ENSG00000151967	SCHIP1	17.754	2.2809
1438	ENSG00000188747	NOXA1	4.22	2.2792
1439	ENSG00000102796	DHRS12	8.09	2.2785
1440	ENSG00000166501	PRKCB	5.436	2.2778
1441	ENSG00000141391	PRELID3A	8.266	2.2775
1442	ENSG00000183248	PRR36	4.177	2.2771
1443	ENSG00000065621	GSTO2	6.715	2.2771
1444	ENSG00000121966	CXCR4	6.706	2.2759
1445	ENSG00000119707	RBM25	374.938	2.2758
1446	ENSG00000163126	ANKRD23	3.893	2.2755
1447	ENSG00000167720	SRR	18.593	2.2748
1448	ENSG00000221823	PPP3R1	34.681	2.2739
1449	ENSG00000051341	POLQ	18.261	2.2737
1450	ENSG00000130338	TULP4	36.835	2.2735
1451	ENSG00000149131	SERPING1	3.707	2.2724
1452	ENSG00000181449	SOX2	12.942	2.2719
1453	ENSG00000121989	ACVR2A	8.202	2.2717
1454	ENSG00000142530	GARIN5A	15.581	2.2714
1455	ENSG00000134901	POGLUT2	11.854	2.2706
1456	ENSG00000161958	FGF11	9.676	2.2706
1457	ENSG00000281039		3.354	2.2704
1458	ENSG00000130508	PXDN	30.858	2.2679
1459	ENSG00000165525	NEMF	96.454	2.2676
1460	ENSG00000128609	NDUFA5	88.771	2.2659
1461	ENSG00000135164	DMTF1	32.015	2.2649
1462	ENSG00000125731	SH2D3A	5.386	2.2638
1463	ENSG00000181444	ZNF467	4.83	2.2634
1464	ENSG00000119922	IFIT2	2.807	2.2632
1465	ENSG00000067208	EVI5	51.058	2.2614
1466	ENSG00000198642	KLHL9	38.319	2.2601
1467	ENSG00000125304	TM9SF2	59.473	2.2601
1468	ENSG00000137642	SORL1	9.303	2.2599
1469	ENSG00000203811	H3C14	3.631	2.259
1470	ENSG00000061918	GUCY1B1	11.193	2.2587
1471	ENSG00000213190	MLLT11	21.321	2.2562
1472	ENSG00000185453	ZSWIM9	10.016	2.2553
1473	ENSG00000076242	MLH1	3.222	2.2551
1474	ENSG00000160741	CRTC2	38.344	2.2549
1475	ENSG00000176771	NCKAP5	3.255	2.254
1476	ENSG00000105371	ICAM4	5.048	2.2539
1477	ENSG00000085741	WNT11	3.542	2.2538
1478	ENSG00000150773	PIH1D2	4.197	2.2525
1479	ENSG00000283761		4.275	2.2524
1480	ENSG00000145354	CISD2	96.61	2.2521
1481	ENSG00000169018	FEM1B	44.384	2.2513
1482	ENSG00000117335	CD46	40.254	2.2499
1483	ENSG00000104093	DMXL2	13.584	2.2499
1484	ENSG00000203666	EFCAB2	12.201	2.2492
1485	ENSG00000168078	PBK	28.252	2.2488
1486	ENSG00000021645	NRXN3	15.623	2.2481
1487	ENSG00000066248	NGEF	10.127	2.2474
1488	ENSG00000174010	KLHL15	12.961	2.2474
1489	ENSG00000114473	IQCG	5.447	2.2462
1490	ENSG00000168671	UGT3A2	4.426	2.246
1491	ENSG00000173926	MARCHF3	7.595	2.2456
1492	ENSG00000130818	ZNF426	12.59	2.2454
1493	ENSG00000197153	H3C12	3.182	2.2445
1494	ENSG00000183281	PLGLB1	2.859	2.2434
1495	ENSG00000117479	SLC19A2	9.483	2.2429
1496	ENSG00000166326	TRIM44	63.315	2.2424
1497	ENSG00000196305	IARS1	305.113	2.2423
1498	ENSG00000133131	MORC4	49.99	2.2401
1499	ENSG00000212864	RNF208	14.278	2.24
1500	ENSG00000125676	THOC2	314.504	2.2385
1501	ENSG00000178026	LRRC75B	12.595	2.2385
1502	ENSG00000166796	LDHC	9.094	2.2381
1503	ENSG00000005700	IBTK	26.506	2.2373
1504	ENSG00000168280	KIF5C	16.401	2.2367
1505	ENSG00000174579	MSL2	17.742	2.2363
1506	ENSG00000177054	ZDHHC13	12.276	2.2358
1507	ENSG00000163104	SMARCAD1	22.888	2.2357
1508	ENSG00000147437	GNRH1	2.972	2.2354
1509	ENSG00000183114	FAM43B	4.681	2.2353
1510	ENSG00000204642	HLA-F	17.745	2.2353
1511	ENSG00000122862	SRGN	2.94	2.2348
1512	ENSG00000056097	ZFR	173.315	2.2345
1513	ENSG00000116815	CD58	14.955	2.2343
1514	ENSG00000171033	PKIA	14.118	2.234
1515	ENSG00000162814	SPATA17	3.815	2.2334
1516	ENSG00000105889	STEAP1B	3.611	2.2322
1517	ENSG00000196104	SPOCK3	3.595	2.2317
1518	ENSG00000255330		4.16	2.2313
1519	ENSG00000055955	ITIH4	4.298	2.2311
1520	ENSG00000121417	ZNF211	5.389	2.2308
1521	ENSG00000171466	ZNF562	29.337	2.2307
1522	ENSG00000133069	TMCC2	15.992	2.2304
1523	ENSG00000066735	KIF26A	11.889	2.2295
1524	ENSG00000078804	TP53INP2	6.177	2.2287
1525	ENSG00000126070	AGO3	33.801	2.2287
1526	ENSG00000112981	NME5	3.015	2.2278
1527	ENSG00000168772	CXXC4	6.456	2.2277
1528	ENSG00000088888	MAVS	73.198	2.2264
1529	ENSG00000106771	TMEM245	36.383	2.2261
1530	ENSG00000128923	MINDY2	27.749	2.2241
1531	ENSG00000213782	DDX47	63.865	2.2228
1532	ENSG00000116747	RO60	143.104	2.2202
1533	ENSG00000153558	FBXL2	10.984	2.2201
1534	ENSG00000161405	IKZF3	4.958	2.2199
1535	ENSG00000196739	COL27A1	20.035	2.2198
1536	ENSG00000250506	CDK3	2.611	2.219
1537	ENSG00000024526	DEPDC1	80.998	2.2183
1538	ENSG00000104343	UBE2W	12.929	2.2179
1539	ENSG00000176909	MAMSTR	7.86	2.2179
1540	ENSG00000100344	PNPLA3	17.917	2.2179
1541	ENSG00000264343	NOTCH2NLA	26.315	2.2174
1542	ENSG00000179859	RNF227	7.541	2.2167
1543	ENSG00000100592	DAAM1	19.733	2.2167
1544	ENSG00000152763	DNAI4	3.226	2.2164
1545	ENSG00000168488	ATXN2L	222.591	2.2161
1546	ENSG00000124486	USP9X	159.993	2.2158
1547	ENSG00000181085	MAPK15	2.88	2.2143
1548	ENSG00000162396	PARS2	15.16	2.2138
1549	ENSG00000094916	CBX5	148.114	2.2135
1550	ENSG00000135406	PRPH	3.131	2.2135
1551	ENSG00000168209	DDIT4	215.24	2.2129
1552	ENSG00000072364	AFF4	62.149	2.2123
1553	ENSG00000144802	NFKBIZ	4.623	2.2108
1554	ENSG00000170689	HOXB9	138.095	2.2105
1555	ENSG00000054654	SYNE2	43.389	2.209
1556	ENSG00000126226	PCID2	40.765	2.2089
1557	ENSG00000162601	MYSM1	42.533	2.2084
1558	ENSG00000095777	MYO3A	6.774	2.2082
1559	ENSG00000102878	HSF4	5.996	2.2075
1560	ENSG00000091140	DLD	91.097	2.2067
1561	ENSG00000167779	IGFBP6	3.064	2.2065
1562	ENSG00000079257	LXN	3.533	2.2062
1563	ENSG00000124145	SDC4	10.671	2.2058
1564	ENSG00000076053	RBM7	22.349	2.205
1565	ENSG00000147650	LRP12	6.725	2.2048
1566	ENSG00000132749	TESMIN	11.467	2.2047
1567	ENSG00000206530	CFAP44	8.813	2.2046
1568	ENSG00000254413	CHKB-CPT1B	9.996	2.2038
1569	ENSG00000112697	TMEM30A	24.61	2.2036
1570	ENSG00000146263	MMS22L	28.706	2.2035
1571	ENSG00000119636	BBOF1	4.933	2.2017
1572	ENSG00000166780	BMERB1	5.838	2.2002
1573	ENSG00000196505	GDAP2	12.688	2.1998
1574	ENSG00000160685	ZBTB7B	9.452	2.1994
1575	ENSG00000183287	CCBE1	5.41	2.1992
1576	ENSG00000275183	LENG9	7.571	2.1989
1577	ENSG00000135336	ORC3	48.448	2.198
1578	ENSG00000122741	DCAF10	29.566	2.1968
1579	ENSG00000093144	ECHDC1	78.78	2.1967
1580	ENSG00000100027	YPEL1	7.719	2.1957
1581	ENSG00000134909	ARHGAP32	16.659	2.1954
1582	ENSG00000189050	RNFT1	22.0	2.1948
1583	ENSG00000117597	UTP25	28.5	2.1946
1584	ENSG00000130592	LSP1	3.256	2.1943
1585	ENSG00000121297	TSHZ3	11.346	2.1936
1586	ENSG00000152409	JMY	23.208	2.1927
1587	ENSG00000170540	ARL6IP1	167.823	2.1922
1588	ENSG00000288636		3.713	2.1921
1589	ENSG00000107562	CXCL12	3.112	2.192
1590	ENSG00000104447	TRPS1	13.905	2.1915
1591	ENSG00000197619	ZNF615	6.68	2.1912
1592	ENSG00000256806	C17orf100	6.649	2.1912
1593	ENSG00000163755	HPS3	16.228	2.1906
1594	ENSG00000138769	CDKL2	4.897	2.1905
1595	ENSG00000111664	GNB3	5.921	2.1905
1596	ENSG00000204410	MSH5	18.999	2.1904
1597	ENSG00000150938	CRIM1	8.363	2.1895
1598	ENSG00000116903	EXOC8	15.307	2.1893
1599	ENSG00000186272	ZNF17	5.186	2.1888
1600	ENSG00000169242	EFNA1	11.701	2.1879
1601	ENSG00000181218	H2AC25	58.482	2.1868
1602	ENSG00000160801	PTH1R	3.233	2.1862
1603	ENSG00000058272	PPP1R12A	102.732	2.1861
1604	ENSG00000129596	CDO1	5.262	2.1847
1605	ENSG00000128346	C22orf23	5.775	2.1842
1606	ENSG00000124459	ZNF45	9.962	2.1839
1607	ENSG00000169372	CRADD	15.383	2.1834
1608	ENSG00000107679	PLEKHA1	36.879	2.1829
1609	ENSG00000130997	POLN	10.119	2.1827
1610	ENSG00000196812	ZSCAN16	5.306	2.1827
1611	ENSG00000117010	ZNF684	5.118	2.1822
1612	ENSG00000173744	AGFG1	63.322	2.1819
1613	ENSG00000152818	UTRN	31.012	2.1814
1614	ENSG00000197191	CYSRT1	2.988	2.1804
1615	ENSG00000065357	DGKA	8.818	2.1788
1616	ENSG00000118564	FBXL5	27.3	2.1787
1617	ENSG00000158711	ELK4	16.332	2.178
1618	ENSG00000172382	PRSS27	5.199	2.1764
1619	ENSG00000080603	SRCAP	28.223	2.1759
1620	ENSG00000143643	TTC13	19.725	2.1751
1621	ENSG00000020633	RUNX3	7.801	2.1745
1622	ENSG00000132256	TRIM5	7.204	2.1739
1623	ENSG00000152944	MED21	31.036	2.1737
1624	ENSG00000069329	VPS35	117.904	2.1734
1625	ENSG00000183891	TTC32	12.979	2.1732
1626	ENSG00000163453	IGFBP7	4.363	2.1726
1627	ENSG00000187243	MAGED4B	37.293	2.1712
1628	ENSG00000170049	KCNAB3	3.938	2.1711
1629	ENSG00000172845	SP3	28.347	2.1707
1630	ENSG00000025423	HSD17B6	7.591	2.1706
1631	ENSG00000106733	NMRK1	12.28	2.1703
1632	ENSG00000165475	CRYL1	8.691	2.1699
1633	ENSG00000169752	NRG4	3.265	2.1694
1634	ENSG00000118004	COLEC11	3.693	2.1693
1635	ENSG00000253251	SHLD3	5.643	2.1687
1636	ENSG00000147912	FBXO10	14.804	2.1687
1637	ENSG00000166845	C18orf54	9.07	2.1679
1638	ENSG00000214753	HNRNPUL2	81.155	2.1677
1639	ENSG00000067606	PRKCZ	20.478	2.1669
1640	ENSG00000272602	ZNF595	5.278	2.1667
1641	ENSG00000107290	SETX	52.505	2.1665
1642	ENSG00000061676	NCKAP1	61.855	2.1659
1643	ENSG00000176406	RIMS2	3.447	2.1657
1644	ENSG00000236287	ZBED5	38.615	2.1656
1645	ENSG00000163590	PPM1L	13.583	2.1646
1646	ENSG00000130935	NOL11	107.782	2.1644
1647	ENSG00000176809	LRRC37A3	6.681	2.1637
1648	ENSG00000168010	ATG16L2	11.727	2.1633
1649	ENSG00000114127	XRN1	18.764	2.163
1650	ENSG00000136010	ALDH1L2	17.532	2.1629
1651	ENSG00000160213	CSTB	514.835	2.1619
1652	ENSG00000172183	ISG20	2.775	2.1616
1653	ENSG00000080298	RFX3	4.443	2.1611
1654	ENSG00000176401	EID2B	11.393	2.161
1655	ENSG00000169760	NLGN1	6.403	2.1609
1656	ENSG00000152359	POC5	13.004	2.1607
1657	ENSG00000177144	NUDT4B	3.585	2.1606
1658	ENSG00000196653	ZNF502	3.224	2.1604
1659	ENSG00000213341	CHUK	31.648	2.1604
1660	ENSG00000134709	HOOK1	35.027	2.1597
1661	ENSG00000139800	ZIC5	25.298	2.158
1662	ENSG00000261221	ZNF865	7.586	2.1578
1663	ENSG00000140939	NOL3	11.202	2.1574
1664	ENSG00000110080	ST3GAL4	42.294	2.1572
1665	ENSG00000132963	POMP	289.032	2.1572
1666	ENSG00000120662	MTRF1	10.599	2.1571
1667	ENSG00000146910	CNPY1	5.531	2.1569
1668	ENSG00000128274	A4GALT	3.938	2.1567
1669	ENSG00000108055	SMC3	197.101	2.1562
1670	ENSG00000137509	PRCP	60.326	2.1561
1671	ENSG00000114200	BCHE	3.425	2.1555
1672	ENSG00000145287	PLAC8	4.242	2.1547
1673	ENSG00000254996	ANKHD1-EIF4EBP3	13.924	2.1546
1674	ENSG00000102786	INTS6	21.441	2.1536
