nt_from_polyA_site	genes_contributing	DRUG-seq_mean_over_genes_smoothed25	prime-seq_mean_over_genes_smoothed25	BOBseq_mean_over_genes_smoothed25	DRUG-seq_mean_over_genes_raw	prime-seq_mean_over_genes_raw	BOBseq_mean_over_genes_raw
1161	1964	0.4303	0.5504	0.9246	0.4390	0.5568	0.9161
1162	1963	0.4311	0.5530	0.9240	0.4331	0.5591	0.9166
1163	1961	0.4319	0.5555	0.9236	0.4407	0.5573	0.9103
1164	1959	0.4326	0.5578	0.9227	0.4442	0.5586	0.9103
1165	1959	0.4331	0.5598	0.9220	0.4457	0.5536	0.9232
1166	1959	0.4335	0.5617	0.9212	0.4438	0.5633	0.9289
1167	1959	0.4334	0.5636	0.9208	0.4391	0.5638	0.9302
1168	1958	0.4336	0.5652	0.9201	0.4395	0.5651	0.9248
1169	1956	0.4331	0.5667	0.9192	0.4369	0.5697	0.9424
1170	1956	0.4327	0.5678	0.9184	0.4317	0.5671	0.9344
1171	1956	0.4322	0.5691	0.9177	0.4293	0.5730	0.9378
1172	1955	0.4317	0.5704	0.9169	0.4194	0.5845	0.9291
1173	1954	0.4312	0.5714	0.9164	0.4224	0.5814	0.9173
1174	1954	0.4308	0.5723	0.9156	0.4249	0.5833	0.9183
1175	1954	0.4305	0.5732	0.9147	0.4273	0.5799	0.9204
1176	1953	0.4302	0.5743	0.9140	0.4281	0.5802	0.9104
1177	1953	0.4297	0.5754	0.9133	0.4252	0.5742	0.9142
1178	1953	0.4293	0.5765	0.9120	0.4270	0.5739	0.9058
1179	1952	0.4291	0.5773	0.9106	0.4226	0.5742	0.9109
1180	1952	0.4287	0.5781	0.9090	0.4335	0.5713	0.9123
1181	1951	0.4284	0.5790	0.9078	0.4232	0.5733	0.9062
1182	1951	0.4283	0.5798	0.9059	0.4220	0.5744	0.9026
1183	1950	0.4286	0.5807	0.9044	0.4231	0.5794	0.8939
1184	1950	0.4291	0.5813	0.9026	0.4283	0.5845	0.8965
1185	1950	0.4299	0.5813	0.9012	0.4289	0.5828	0.8980
1186	1950	0.4309	0.5815	0.9002	0.4303	0.5789	0.8956
1187	1950	0.4320	0.5816	0.8993	0.4254	0.5828	0.8927
1188	1949	0.4328	0.5819	0.8981	0.4322	0.5844	0.8939
1189	1949	0.4337	0.5818	0.8975	0.4335	0.5851	0.8927
1190	1948	0.4347	0.5821	0.8969	0.4352	0.5827	0.8919
1191	1945	0.4357	0.5822	0.8969	0.4376	0.5817	0.8925
1192	1943	0.4365	0.5824	0.8970	0.4302	0.5841	0.8915
1193	1941	0.4369	0.5828	0.8972	0.4323	0.5882	0.8937
1194	1941	0.4376	0.5831	0.8977	0.4342	0.5898	0.8949
1195	1940	0.4385	0.5826	0.8986	0.4388	0.5891	0.8964
1196	1940	0.4394	0.5819	0.8998	0.4409	0.5884	0.8937
1197	1938	0.4400	0.5807	0.9009	0.4413	0.5852	0.8931
1198	1937	0.4405	0.5795	0.9016	0.4463	0.5860	0.8926
1199	1935	0.4410	0.5783	0.9022	0.4515	0.5864	0.8958
1200	1934	0.4422	0.5769	0.9029	0.4494	0.5864	0.8906
1201	1933	0.4427	0.5756	0.9037	0.4490	0.5789	0.8951
1202	1932	0.4436	0.5743	0.9045	0.4499	0.5798	0.9006
1203	1931	0.4446	0.5731	0.9047	0.4532	0.5785	0.9057
1204	1930	0.4457	0.5718	0.9044	0.4418	0.5792	0.9129
1205	1930	0.4472	0.5703	0.9040	0.4435	0.5809	0.9177
1206	1929	0.4485	0.5687	0.9036	0.4413	0.5800	0.9177
1207	1929	0.4498	0.5668	0.9025	0.4440	0.5621	0.9250
1208	1928	0.4509	0.5648	0.9014	0.4450	0.5606	0.9252
1209	1928	0.4519	0.5629	0.9004	0.4437	0.5567	0.9237
1210	1926	0.4534	0.5606	0.8996	0.4422	0.5522	0.9159
1211	1926	0.4546	0.5582	0.8989	0.4426	0.5477	0.9103
1212	1926	0.4558	0.5555	0.8980	0.4544	0.5492	0.9095
1213	1926	0.4571	0.5527	0.8976	0.4454	0.5508	0.9134
1214	1926	0.4584	0.5503	0.8972	0.4565	0.5523	0.9136
1215	1925	0.4599	0.5479	0.8966	0.4602	0.5544	0.8953
1216	1925	0.4613	0.5456	0.8960	0.4654	0.5483	0.8854
1217	1924	0.4630	0.5432	0.8952	0.4682	0.5476	0.8820
1218	1923	0.4646	0.5407	0.8941	0.4641	0.5478	0.8837
1219	1922	0.4663	0.5383	0.8932	0.4671	0.5418	0.8674
1220	1922	0.4682	0.5364	0.8919	0.4644	0.5402	0.8696
1221	1921	0.4702	0.5345	0.8907	0.4680	0.5390	0.8683
1222	1921	0.4720	0.5326	0.8895	0.4776	0.5293	0.8728
1223	1921	0.4739	0.5310	0.8887	0.4771	0.5259	0.8753
1224	1921	0.4763	0.5295	0.8881	0.4818	0.5169	0.8744
1225	1921	0.4788	0.5278	0.8876	0.4805	0.5169	0.8793
1226	1920	0.4816	0.5261	0.8868	0.4816	0.5195	0.8851
1227	1918	0.4837	0.5239	0.8861	0.4869	0.5205	0.8850
1228	1918	0.4857	0.5217	0.8858	0.4887	0.5209	0.8906
1229	1918	0.4874	0.5196	0.8857	0.4858	0.5178	0.8949
1230	1918	0.4892	0.5176	0.8856	0.4821	0.5195	0.8897
1231	1917	0.4910	0.5152	0.8854	0.4841	0.5199	0.8940
1232	1916	0.4928	0.5128	0.8859	0.4918	0.5148	0.8923
1233	1916	0.4946	0.5107	0.8863	0.4944	0.5128	0.8948
1234	1916	0.4963	0.5087	0.8867	0.4886	0.5099	0.8957
1235	1916	0.4978	0.5074	0.8868	0.4907	0.5106	0.8946
1236	1915	0.4994	0.5061	0.8868	0.5015	0.5118	0.8948
1237	1914	0.5000	0.5054	0.8865	0.5171	0.5068	0.8983
1238	1914	0.5008	0.5047	0.8861	0.5144	0.5063	0.8941
1239	1913	0.5014	0.5037	0.8853	0.5106	0.4986	0.8940
1240	1913	0.5020	0.5027	0.8844	0.5086	0.4996	0.8884
1241	1913	0.5023	0.5015	0.8832	0.5098	0.4965	0.8825
1242	1912	0.5027	0.5005	0.8812	0.5116	0.4969	0.8812
1243	1911	0.5034	0.4992	0.8794	0.5102	0.4865	0.8781
1244	1911	0.5040	0.4979	0.8773	0.5121	0.4835	0.8800
1245	1909	0.5039	0.4971	0.8752	0.5100	0.4871	0.8785
1246	1909	0.5038	0.4963	0.8729	0.5098	0.4892	0.8780
1247	1909	0.5037	0.4959	0.8706	0.5159	0.4962	0.8773
1248	1909	0.5036	0.4954	0.8685	0.5157	0.4942	0.8743
1249	1909	0.5029	0.4951	0.8663	0.4976	0.4995	0.8678
1250	1907	0.5015	0.4947	0.8642	0.4989	0.4981	0.8685
1251	1906	0.5001	0.4947	0.8622	0.4974	0.4962	0.8654
1252	1904	0.4988	0.4949	0.8604	0.5011	0.4938	0.8625
1253	1901	0.4973	0.4950	0.8589	0.4975	0.4921	0.8606
1254	1901	0.4955	0.4952	0.8579	0.4961	0.4920	0.8448
1255	1901	0.4938	0.4952	0.8568	0.4993	0.4870	0.8445
1256	1900	0.4920	0.4957	0.8558	0.4990	0.4882	0.8410
1257	1899	0.4901	0.4964	0.8548	0.4900	0.4952	0.8405
1258	1899	0.4884	0.4971	0.8539	0.4915	0.4928	0.8373
1259	1899	0.4865	0.4975	0.8528	0.4864	0.4977	0.8387
1260	1897	0.4842	0.4975	0.8518	0.4865	0.4985	0.8415
1261	1896	0.4817	0.4977	0.8510	0.4851	0.5038	0.8388
1262	1896	0.4796	0.4977	0.8505	0.4810	0.4988	0.8471
1263	1896	0.4781	0.4976	0.8495	0.4814	0.5057	0.8451
1264	1893	0.4765	0.4973	0.8483	0.4763	0.5033	0.8481
1265	1893	0.4748	0.4971	0.8472	0.4710	0.5022	0.8514
1266	1893	0.4730	0.4968	0.8462	0.4668	0.5009	0.8577
1267	1893	0.4711	0.4964	0.8455	0.4682	0.4983	0.8531
1268	1893	0.4691	0.4964	0.8449	0.4664	0.4979	0.8533
1269	1893	0.4669	0.4963	0.8443	0.4632	0.5007	0.8554
1270	1892	0.4649	0.4959	0.8438	0.4683	0.5039	0.8545
1271	1892	0.4628	0.4956	0.8430	0.4630	0.5000	0.8505
1272	1892	0.4610	0.4951	0.8422	0.4562	0.4974	0.8535
1273	1890	0.4596	0.4948	0.8411	0.4530	0.4986	0.8539
1274	1890	0.4573	0.4942	0.8404	0.4469	0.4982	0.8548
1275	1889	0.4551	0.4941	0.8392	0.4611	0.4958	0.8434
1276	1887	0.4529	0.4936	0.8379	0.4572	0.4889	0.8366
1277	1884	0.4508	0.4934	0.8362	0.4576	0.4892	0.8336
1278	1884	0.4490	0.4931	0.8344	0.4527	0.4852	0.8366
1279	1884	0.4475	0.4931	0.8325	0.4496	0.4827	0.8258
1280	1884	0.4457	0.4931	0.8306	0.4489	0.4865	0.8305
1281	1884	0.4439	0.4932	0.8286	0.4444	0.4842	0.8250
1282	1882	0.4423	0.4931	0.8265	0.4402	0.4871	0.8287
1283	1882	0.4404	0.4928	0.8246	0.4396	0.4843	0.8185
1284	1879	0.4386	0.4927	0.8230	0.4398	0.4852	0.8180
1285	1878	0.4367	0.4923	0.8212	0.4516	0.4912	0.8144
1286	1878	0.4350	0.4920	0.8196	0.4277	0.4894	0.8194
1287	1878	0.4337	0.4916	0.8178	0.4273	0.4948	0.8187
1288	1878	0.4322	0.4915	0.8163	0.4254	0.4942	0.8112
1289	1878	0.4307	0.4916	0.8149	0.4232	0.4974	0.8065
1290	1878	0.4291	0.4918	0.8134	0.4274	0.4957	0.8075
1291	1878	0.4277	0.4920	0.8118	0.4285	0.5005	0.8091
1292	1877	0.4268	0.4923	0.8107	0.4231	0.4986	0.8052
1293	1876	0.4258	0.4927	0.8095	0.4208	0.4997	0.8043
1294	1876	0.4251	0.4931	0.8085	0.4233	0.4993	0.8028
1295	1875	0.4263	0.4932	0.8070	0.4203	0.4947	0.8067
1296	1875	0.4275	0.4938	0.8060	0.4191	0.4976	0.8102
1297	1875	0.4287	0.4943	0.8050	0.4094	0.4880	0.8090
1298	1874	0.4299	0.4945	0.8041	0.4107	0.4920	0.8135
1299	1872	0.4320	0.4948	0.8031	0.4141	0.4885	0.8103
1300	1872	0.4341	0.4949	0.8018	0.4219	0.4917	0.8057
1301	1872	0.4365	0.4949	0.8007	0.4198	0.4919	0.8003
1302	1871	0.4392	0.4951	0.7996	0.4194	0.4936	0.7970
1303	1869	0.4420	0.4953	0.7986	0.4182	0.4925	0.7965
1304	1868	0.4449	0.4953	0.7972	0.4250	0.4898	0.7980
1305	1868	0.4480	0.4956	0.7961	0.4254	0.4959	0.8006
1306	1867	0.4512	0.4961	0.7950	0.4252	0.4949	0.8003
1307	1867	0.4544	0.4966	0.7939	0.4720	0.4885	0.7910
1308	1867	0.4574	0.4974	0.7924	0.4690	0.4989	0.7937
1309	1866	0.4605	0.4981	0.7908	0.4701	0.4976	0.7928
1310	1866	0.4645	0.4991	0.7889	0.4813	0.4971	0.7914
1311	1865	0.4689	0.5001	0.7868	0.4797	0.4960	0.7938
1312	1865	0.4730	0.5014	0.7848	0.4793	0.4982	0.7862
1313	1865	0.4759	0.5026	0.7830	0.4867	0.4951	0.7846
1314	1865	0.4788	0.5038	0.7812	0.4909	0.5004	0.7798
1315	1865	0.4819	0.5048	0.7796	0.4975	0.5006	0.7819
1316	1865	0.4851	0.5062	0.7779	0.4999	0.5020	0.7740
1317	1865	0.4882	0.5078	0.7761	0.4997	0.5068	0.7786
1318	1865	0.4916	0.5093	0.7741	0.5020	0.5103	0.7760
1319	1862	0.4952	0.5109	0.7722	0.5022	0.5118	0.7755
1320	1860	0.4972	0.5128	0.7711	0.4964	0.5164	0.7685
1321	1859	0.4996	0.5145	0.7698	0.4970	0.5130	0.7703
1322	1859	0.5020	0.5161	0.7685	0.5101	0.5141	0.7627
1323	1859	0.5034	0.5174	0.7674	0.5183	0.5169	0.7603
1324	1859	0.5048	0.5188	0.7660	0.5178	0.5215	0.7603
1325	1859	0.5063	0.5198	0.7651	0.4956	0.5213	0.7610
1326	1859	0.5076	0.5208	0.7644	0.4923	0.5225	0.7567
1327	1859	0.5088	0.5215	0.7641	0.4952	0.5187	0.7570
1328	1858	0.5099	0.5224	0.7638	0.4989	0.5260	0.7522
1329	1857	0.5105	0.5231	0.7640	0.5017	0.5317	0.7525
1330	1857	0.5113	0.5238	0.7641	0.5111	0.5318	0.7505
1331	1856	0.5122	0.5245	0.7642	0.5151	0.5352	0.7548
1332	1856	0.5128	0.5252	0.7642	0.5214	0.5370	0.7618
1333	1855	0.5140	0.5257	0.7646	0.5288	0.5394	0.7623
1334	1855	0.5153	0.5264	0.7650	0.5311	0.5389	0.7595
1335	1854	0.5162	0.5270	0.7654	0.5164	0.5301	0.7637
1336	1851	0.5168	0.5276	0.7658	0.5137	0.5299	0.7598
1337	1849	0.5176	0.5279	0.7662	0.5175	0.5231	0.7632
1338	1848	0.5192	0.5281	0.7665	0.5194	0.5206	0.7683
1339	1848	0.5212	0.5283	0.7674	0.5220	0.5186	0.7709
1340	1845	0.5229	0.5290	0.7681	0.5229	0.5224	0.7754
1341	1845	0.5246	0.5294	0.7691	0.5165	0.5206	0.7792
1342	1845	0.5260	0.5297	0.7702	0.5193	0.5240	0.7802
1343	1845	0.5251	0.5297	0.7712	0.5236	0.5263	0.7776
1344	1844	0.5241	0.5296	0.7722	0.5187	0.5291	0.7772
1345	1842	0.5227	0.5295	0.7729	0.5266	0.5308	0.7781
1346	1842	0.5211	0.5288	0.7735	0.5285	0.5289	0.7793
1347	1842	0.5191	0.5280	0.7740	0.5334	0.5307	0.7738
1348	1841	0.5177	0.5278	0.7745	0.5321	0.5301	0.7708
1349	1840	0.5165	0.5275	0.7756	0.5380	0.5288	0.7696
1350	1838	0.5150	0.5276	0.7766	0.5366	0.5272	0.7692
1351	1837	0.5133	0.5276	0.7774	0.5410	0.5282	0.7771
1352	1834	0.5112	0.5278	0.7780	0.5387	0.5359	0.7759
1353	1834	0.5091	0.5279	0.7783	0.5415	0.5362	0.7776
1354	1834	0.5075	0.5281	0.7783	0.5352	0.5378	0.7793
1355	1834	0.5058	0.5281	0.7780	0.4891	0.5334	0.7752
1356	1834	0.5038	0.5280	0.7779	0.4896	0.5329	0.7799
1357	1834	0.5022	0.5276	0.7780	0.4883	0.5326	0.7808
1358	1834	0.5003	0.5269	0.7781	0.4869	0.5232	0.7767
1359	1833	0.4984	0.5263	0.7781	0.4811	0.5187	0.7723
1360	1830	0.4964	0.5259	0.7785	0.4819	0.5244	0.7758
1361	1827	0.4943	0.5254	0.7789	0.4831	0.5226	0.7866
1362	1826	0.4919	0.5249	0.7795	0.4799	0.5250	0.7873
1363	1825	0.4896	0.5246	0.7801	0.4768	0.5206	0.7892
1364	1825	0.4873	0.5243	0.7805	0.4704	0.5239	0.7867
1365	1824	0.4853	0.5238	0.7810	0.4696	0.5251	0.7827
1366	1824	0.4832	0.5230	0.7817	0.4779	0.5265	0.7784
1367	1823	0.4816	0.5222	0.7824	0.4752	0.5246	0.7738
1368	1822	0.4815	0.5215	0.7833	0.4759	0.5218	0.7755
1369	1822	0.4814	0.5208	0.7838	0.4786	0.5195	0.7789
1370	1822	0.4813	0.5201	0.7839	0.4780	0.5138	0.7806
1371	1822	0.4811	0.5197	0.7842	0.4807	0.5145	0.7798
1372	1821	0.4813	0.5196	0.7852	0.4829	0.5200	0.7829
1373	1821	0.4816	0.5194	0.7858	0.4796	0.5185	0.7814
1374	1821	0.4819	0.5196	0.7859	0.4790	0.5167	0.7831
1375	1820	0.4822	0.5198	0.7861	0.4792	0.5191	0.7854
1376	1819	0.4828	0.5203	0.7859	0.4846	0.5207	0.7861
1377	1818	0.4836	0.5206	0.7856	0.4877	0.5227	0.7894
1378	1816	0.4844	0.5209	0.7855	0.4891	0.5171	0.7946
1379	1814	0.4853	0.5210	0.7854	0.4945	0.5170	0.7963
1380	1814	0.4866	0.5209	0.7857	0.4873	0.5153	0.7978
1381	1814	0.4876	0.5212	0.7858	0.4879	0.5159	0.7919
1382	1814	0.4888	0.5214	0.7857	0.4850	0.5149	0.7840
1383	1813	0.4898	0.5219	0.7853	0.4819	0.5125	0.7854
1384	1813	0.4910	0.5222	0.7851	0.4856	0.5172	0.7958
1385	1812	0.4922	0.5224	0.7850	0.4893	0.5191	0.7903
1386	1812	0.4938	0.5227	0.7847	0.4903	0.5279	0.7905
1387	1812	0.4955	0.5233	0.7847	0.4881	0.5305	0.7917
1388	1812	0.4971	0.5238	0.7846	0.4924	0.5316	0.7847
1389	1812	0.4982	0.5242	0.7842	0.4907	0.5325	0.7795
1390	1812	0.4992	0.5242	0.7836	0.4891	0.5321	0.7784
1391	1812	0.5002	0.5245	0.7829	0.4986	0.5289	0.7766
1392	1811	0.5011	0.5250	0.7823	0.5093	0.5236	0.7820
1393	1811	0.5021	0.5257	0.7818	0.5012	0.5279	0.7787
1394	1810	0.5028	0.5262	0.7815	0.5076	0.5257	0.7763
1395	1809	0.5037	0.5269	0.7815	0.5041	0.5250	0.7706
1396	1809	0.5048	0.5277	0.7812	0.5094	0.5237	0.7741
1397	1808	0.5057	0.5285	0.7809	0.5135	0.5252	0.7793
1398	1808	0.5064	0.5292	0.7807	0.5185	0.5244	0.7759
1399	1808	0.5072	0.5296	0.7803	0.5227	0.5323	0.7817
1400	1807	0.5078	0.5297	0.7798	0.5178	0.5316	0.7836
1401	1807	0.5081	0.5297	0.7799	0.5126	0.5306	0.7749
1402	1807	0.5085	0.5294	0.7800	0.5134	0.5229	0.7761
1403	1807	0.5091	0.5293	0.7802	0.5132	0.5258	0.7759
1404	1806	0.5092	0.5292	0.7807	0.5170	0.5280	0.7811
1405	1806	0.5090	0.5292	0.7814	0.5130	0.5325	0.7848
1406	1806	0.5095	0.5291	0.7821	0.5048	0.5294	0.7856
1407	1804	0.5096	0.5290	0.7830	0.5077	0.5309	0.7829
1408	1803	0.5101	0.5291	0.7841	0.5094	0.5333	0.7802
1409	1802	0.5106	0.5293	0.7853	0.5100	0.5377	0.7863
1410	1801	0.5110	0.5291	0.7861	0.5060	0.5353	0.7850
1411	1801	0.5112	0.5290	0.7870	0.5093	0.5384	0.7808
1412	1801	0.5111	0.5285	0.7875	0.5030	0.5335	0.7805
1413	1799	0.5113	0.5280	0.7878	0.4999	0.5317	0.7860
1414	1799	0.5117	0.5276	0.7885	0.5023	0.5251	0.7817
1415	1799	0.5120	0.5276	0.7891	0.5023	0.5288	0.7842
1416	1798	0.5123	0.5274	0.7897	0.5018	0.5271	0.7896
1417	1797	0.5123	0.5269	0.7901	0.5051	0.5233	0.7986
1418	1794	0.5126	0.5261	0.7905	0.5125	0.5243	0.7968
1419	1792	0.5132	0.5256	0.7910	0.5114	0.5250	0.7989
1420	1790	0.5137	0.5249	0.7918	0.5148	0.5267	0.7978
1421	1788	0.5140	0.5244	0.7928	0.5238	0.5283	0.8053
1422	1788	0.5143	0.5236	0.7932	0.5230	0.5217	0.7982
1423	1788	0.5146	0.5229	0.7938	0.5228	0.5210	0.7981
1424	1787	0.5147	0.5220	0.7945	0.5211	0.5188	0.7954
1425	1786	0.5150	0.5213	0.7951	0.5212	0.5186	0.7908
1426	1786	0.5155	0.5209	0.7955	0.5235	0.5219	0.7925
1427	1785	0.5159	0.5208	0.7959	0.5203	0.5233	0.7904
1428	1782	0.5160	0.5206	0.7962	0.5215	0.5193	0.7901
1429	1782	0.5158	0.5205	0.7964	0.5174	0.5167	0.7929
1430	1782	0.5154	0.5208	0.7960	0.5210	0.5129	0.7932
1431	1777	0.5145	0.5209	0.7957	0.5191	0.5153	0.7976
1432	1776	0.5137	0.5212	0.7958	0.5207	0.5149	0.8029
1433	1774	0.5128	0.5216	0.7961	0.5162	0.5207	0.8067
1434	1772	0.5113	0.5221	0.7959	0.5163	0.5173	0.7952
1435	1772	0.5097	0.5227	0.7959	0.5135	0.5180	0.8002
1436	1772	0.5080	0.5233	0.7960	0.5118	0.5150	0.7978
1437	1772	0.5060	0.5239	0.7959	0.5106	0.5177	0.7974
1438	1772	0.5041	0.5245	0.7959	0.5125	0.5209	0.7944
1439	1772	0.5027	0.5251	0.7959	0.5121	0.5219	0.7935
1440	1772	0.5016	0.5260	0.7962	0.5065	0.5230	0.7914
1441	1771	0.5005	0.5271	0.7961	0.4972	0.5256	0.7940
1442	1771	0.4994	0.5283	0.7960	0.4938	0.5313	0.7887
1443	1769	0.4983	0.5295	0.7958	0.4911	0.5275	0.7902
1444	1769	0.4974	0.5307	0.7953	0.4910	0.5319	0.7998
1445	1768	0.4964	0.5321	0.7946	0.4917	0.5361	0.8049
1446	1765	0.4954	0.5329	0.7940	0.4875	0.5414	0.8006
1447	1765	0.4944	0.5337	0.7935	0.4817	0.5376	0.7981
1448	1765	0.4936	0.5344	0.7927	0.4796	0.5348	0.8011
1449	1765	0.4931	0.5350	0.7922	0.4729	0.5334	0.7926
1450	1764	0.4928	0.5360	0.7915	0.4735	0.5348	0.7919
1451	1763	0.4925	0.5370	0.7905	0.4876	0.5370	0.7923
1452	1762	0.4921	0.5381	0.7894	0.4926	0.5452	0.7970
1453	1760	0.4920	0.5390	0.7884	0.4942	0.5456	0.7888
1454	1760	0.4923	0.5400	0.7874	0.4891	0.5475	0.7904
1455	1760	0.4924	0.5409	0.7867	0.4945	0.5441	0.7887
1456	1759	0.4927	0.5421	0.7859	0.4961	0.5450	0.7847
1457	1759	0.4928	0.5431	0.7848	0.4960	0.5484	0.7854
1458	1757	0.4929	0.5438	0.7837	0.4903	0.5415	0.7906
1459	1757	0.4926	0.5445	0.7827	0.4923	0.5381	0.7831
1460	1757	0.4925	0.5455	0.7821	0.4926	0.5350	0.7810
1461	1757	0.4925	0.5468	0.7813	0.5008	0.5308	0.7835
1462	1757	0.4929	0.5483	0.7808	0.5018	0.5429	0.7799
1463	1756	0.4936	0.5499	0.7806	0.5053	0.5457	0.7700
1464	1756	0.4936	0.5512	0.7805	0.5023	0.5473	0.7675
1465	1756	0.4935	0.5522	0.7800	0.5056	0.5473	0.7660
1466	1755	0.4936	0.5538	0.7801	0.5028	0.5494	0.7690
1467	1755	0.4939	0.5553	0.7798	0.4975	0.5544	0.7702
1468	1754	0.4945	0.5573	0.7797	0.4992	0.5579	0.7705
1469	1754	0.4951	0.5592	0.7798	0.4924	0.5566	0.7731
1470	1754	0.4955	0.5607	0.7799	0.4950	0.5541	0.7765
1471	1753	0.4962	0.5624	0.7795	0.4798	0.5582	0.7748
1472	1752	0.4966	0.5641	0.7795	0.4781	0.5638	0.7838
1473	1751	0.4969	0.5660	0.7799	0.4798	0.5656	0.7823
1474	1749	0.4969	0.5679	0.7804	0.4835	0.5714	0.7801
1475	1748	0.4968	0.5692	0.7811	0.4896	0.5737	0.7868
1476	1748	0.4963	0.5703	0.7822	0.4878	0.5698	0.7880
1477	1747	0.4961	0.5715	0.7835	0.4907	0.5722	0.7846
1478	1747	0.4957	0.5724	0.7848	0.4959	0.5840	0.7914
1479	1747	0.4958	0.5734	0.7860	0.4984	0.5858	0.7832
1480	1747	0.4961	0.5740	0.7872	0.5094	0.5934	0.7863
1481	1747	0.4964	0.5743	0.7884	0.5110	0.5922	0.7885
1482	1746	0.4969	0.5746	0.7895	0.5048	0.5874	0.7859
1483	1745	0.4975	0.5750	0.7905	0.5083	0.5836	0.7821
1484	1745	0.4987	0.5749	0.7915	0.5014	0.5811	0.7835
1485	1745	0.4999	0.5747	0.7923	0.5003	0.5812	0.7895
1486	1745	0.5009	0.5744	0.7932	0.5010	0.5787	0.7954
1487	1745	0.5017	0.5737	0.7943	0.5001	0.5748	0.7992
1488	1743	0.5023	0.5729	0.7951	0.4937	0.5729	0.7970
1489	1743	0.5026	0.5722	0.7960	0.4953	0.5778	0.8000
1490	1743	0.5027	0.5711	0.7973	0.4972	0.5708	0.7996
1491	1743	0.5027	0.5694	0.7985	0.5050	0.5728	0.7971
1492	1743	0.5027	0.5675	0.7999	0.5049	0.5690	0.8008
1493	1743	0.5024	0.5655	0.8013	0.5055	0.5666	0.8013
1494	1742	0.5021	0.5637	0.8026	0.5054	0.5648	0.8009
1495	1741	0.5021	0.5623	0.8042	0.5096	0.5643	0.7996
1496	1738	0.5023	0.5609	0.8061	0.5103	0.5557	0.8018
1497	1736	0.5025	0.5600	0.8080	0.5098	0.5583	0.8033
1498	1735	0.5030	0.5592	0.8099	0.5044	0.5574	0.8033
1499	1735	0.5034	0.5588	0.8115	0.5034	0.5536	0.8090
1500	1735	0.5038	0.5583	0.8133	0.5041	0.5535	0.8051
1501	1735	0.5043	0.5582	0.8154	0.4958	0.5537	0.8124
1502	1735	0.5049	0.5579	0.8177	0.4928	0.5442	0.8154
1503	1735	0.5053	0.5577	0.8200	0.4963	0.5423	0.8233
1504	1734	0.5055	0.5573	0.8223	0.4991	0.5374	0.8180
1505	1733	0.5058	0.5567	0.8243	0.5007	0.5434	0.8213
1506	1733	0.5062	0.5561	0.8260	0.5028	0.5462	0.8202
1507	1729	0.5068	0.5557	0.8275	0.5047	0.5525	0.8245
1508	1729	0.5071	0.5553	0.8292	0.5142	0.5501	0.8312
1509	1729	0.5077	0.5553	0.8306	0.5071	0.5578	0.8317
1510	1728	0.5085	0.5552	0.8319	0.5126	0.5609	0.8352
1511	1725	0.5094	0.5551	0.8334	0.5116	0.5704	0.8365
1512	1724	0.5105	0.5550	0.8346	0.5090	0.5610	0.8430
1513	1724	0.5115	0.5547	0.8361	0.5069	0.5693	0.8504
1514	1723	0.5134	0.5546	0.8375	0.5089	0.5717	0.8582
1515	1723	0.5154	0.5550	0.8389	0.5082	0.5666	0.8576
1516	1721	0.5169	0.5551	0.8397	0.5087	0.5610	0.8540
1517	1721	0.5183	0.5554	0.8413	0.5133	0.5540	0.8495
1518	1720	0.5190	0.5552	0.8427	0.5165	0.5535	0.8456
1519	1720	0.5194	0.5548	0.8441	0.5199	0.5527	0.8385
1520	1719	0.5200	0.5542	0.8454	0.5162	0.5561	0.8402
1521	1718	0.5203	0.5536	0.8464	0.5261	0.5557	0.8368
1522	1716	0.5209	0.5528	0.8474	0.5290	0.5561	0.8368
1523	1716	0.5215	0.5520	0.8481	0.5269	0.5547	0.8407
1524	1716	0.5220	0.5513	0.8488	0.5302	0.5496	0.8382
1525	1716	0.5226	0.5511	0.8491	0.5300	0.5477	0.8435
1526	1716	0.5235	0.5505	0.8493	0.5437	0.5501	0.8480
1527	1716	0.5242	0.5497	0.8494	0.5428	0.5535	0.8492
1528	1716	0.5249	0.5492	0.8497	0.5332	0.5466	0.8444
1529	1716	0.5254	0.5491	0.8498	0.5338	0.5441	0.8571
1530	1715	0.5258	0.5498	0.8502	0.5184	0.5378	0.8562
1531	1714	0.5267	0.5505	0.8510	0.5136	0.5373	0.8559
1532	1714	0.5277	0.5513	0.8520	0.5204	0.5371	0.8575
1533	1714	0.5290	0.5523	0.8530	0.5200	0.5353	0.8557
1534	1714	0.5299	0.5533	0.8543	0.5234	0.5376	0.8563
1535	1713	0.5308	0.5543	0.8557	0.5268	0.5415	0.8537
1536	1712	0.5323	0.5555	0.8567	0.5242	0.5521	0.8525
1537	1712	0.5334	0.5567	0.8576	0.5244	0.5557	0.8514
1538	1712	0.5354	0.5582	0.8586	0.5285	0.5543	0.8545
1539	1711	0.5366	0.5595	0.8592	0.5259	0.5507	0.8617
1540	1710	0.5380	0.5611	0.8595	0.5263	0.5552	0.8646
1541	1710	0.5399	0.5630	0.8596	0.5207	0.5588	0.8575
1542	1705	0.5417	0.5653	0.8591	0.5247	0.5720	0.8593
1543	1705	0.5438	0.5676	0.8587	0.5396	0.5707	0.8644
1544	1702	0.5460	0.5699	0.8583	0.5449	0.5730	0.8627
1545	1699	0.5479	0.5720	0.8578	0.5473	0.5791	0.8673
